GUID1;GUID2;PROFILE1;PROFILE2;MATERIAL1;MATERIAL2;CLASS1;CLASS2;ANGLE_XX;ANGLE_XY;ANGLE_XZ;ANGLE_YX;ANGLE_YY;ANGLE_YZ;ANGLE_ZX;ANGLE_ZY;ANGLE_ZZ;PART1_WDITH;PART2_WDITH;PART1_HEIGHT;PART2_HEIGHT;PART1_LENGTH;PART2_LENGTH;PART1_POINTS;PART2_POINTS;CONNECTION_FIRST_POINT;CONNECTION_SECOND_POINT;PART1_COG;PART2_COG;PLANE1_X_START;PLANE1_X_OVERLAP;PLANE1_X_END;PLANE1_Y_START;PLANE1_Y_OVERLAP;PLANE1_Y_END;PLANE1_Z_START;PLANE1_Z_OVERLAP;PLANE1_Z_END;PLANE2_X_START;PLANE2_X_OVERLAP;PLANE2_X_END;PLANE2_Y_START;PLANE2_Y_OVERLAP;PLANE2_Y_END;PLANE2_Z_START;PLANE2_Z_OVERLAP;PLANE2_Z_END;GLOBAL_Z_START;GLOBAL_Z_OVERLAP;GLOBAL_Z_END
4e06ad5c-6057-449f-a010-57ae386d3bca;cbd91ed1-d95d-4634-9323-c97e1f41b633;3330845;3330845;ALUMINIUM;ALUMINIUM;3;3;90;90;0;90;0;90;0;90;90;187.5;187.5;50;50;1140.5;2827.6;{18443.98233, 75199.99585, 33934.999725}|{18443.98233, 76340.49585, 33934.999725};{18443.98233, 75199.999725, 34742.50415}|{18443.98233, 75199.999725, 31914.90415};{18256.48233, 75212.497787, 33934.999725};{18443.98233, 75212.497787, 33934.999725};{18350.23233, 75770.24585, 33934.999725};{18350.23233, 75199.999725, 33328.70415};24.996124;25.003876;1115.496124;0;187.5;0;1995.095575;50;782.504425;782.504425;50;1995.095575;0;187.5;0;24.996124;25.003876;1115.496124;1995.095575;50;782.504425
cbd91ed1-d95d-4634-9323-c97e1f41b633;ed488093-b027-4b01-b6fc-57d73dcac71a;3330845;3330842;ALUMINIUM;ALUMINIUM;3;3;90;90;0;90;0;90;0;90;90;187.5;188;50;32.5;2827.6;2205.5;{18443.98233, 75199.999725, 34742.50415}|{18443.98233, 75199.999725, 31914.90415};{18443.98233, 76340.49585, 34742.499725}|{18443.98233, 74134.99585, 34742.499725};{18256.48233, 75199.999725, 34726.249725};{18443.98233, 75199.999725, 34726.249725};{18350.23233, 75199.999725, 33328.70415};{18349.98233, 75237.74585, 34726.249725};0.004425;32.5;2795.095575;0;187.5;0.5;1040.003876;50;1115.496124;1115.496124;50;1040.003876;0;187.5;0.5;0.004425;32.5;2795.095575;2795.095575;32.5;0.004425
9a22bb71-984f-4ed7-b417-250f77c98bf6;cbd91ed1-d95d-4634-9323-c97e1f41b633;3330857;3330845;ALUMINIUM;ALUMINIUM;3;3;90;90;0;90;0;90;0;90;90;188;187.5;45.1;50;2205.5;2827.6;{18443.98233, 74134.99585, 31914.899725}|{18443.98233, 76340.49585, 31914.899725};{18443.98233, 75199.999725, 34742.50415}|{18443.98233, 75199.999725, 31914.90415};{18256.48233, 75199.999725, 31937.451937};{18443.98233, 75199.999725, 31937.451937};{18349.98233, 75237.74585, 31937.449725};{18350.23233, 75199.999725, 33328.70415};1040.003876;50;1115.496124;0;187.5;0.5;0.004424;45.095574;2782.504426;2782.504426;45.095574;0.004424;0;187.5;0.5;1040.003876;50;1115.496124;0.004424;45.095574;2782.504426
cbd91ed1-d95d-4634-9323-c97e1f41b633;f4c744f9-b5ab-4786-bcd6-caa84235d088;3330845;3330845;ALUMINIUM;ALUMINIUM;3;3;90;90;0;90;0;90;0;90;90;187.5;187.5;50;50;2827.6;1065;{18443.98233, 75199.999725, 34742.50415}|{18443.98233, 75199.999725, 31914.90415};{18443.98233, 74134.99585, 33934.999725}|{18443.98233, 75199.99585, 33934.999725};{18256.48233, 75187.497787, 33934.999725};{18443.98233, 75187.497787, 33934.999725};{18350.23233, 75199.999725, 33328.70415};{18350.23233, 74667.49585, 33934.999725};782.504425;50;1995.095575;0;187.5;0;1040.003876;24.996124;25.003876;1040.003876;24.996124;25.003876;0;187.5;0;1995.095575;50;782.504425;1995.095575;50;782.504425
5e7299bd-c675-4ed6-8470-a778295df4fa;b89881e1-db83-49bb-bc92-ec0d59d188e0;3330845;3330842;ALUMINIUM;ALUMINIUM;3;3;90;90;0;90;0;90;0;90;90;187.5;188;50;32.5;1129;2811;{19443.98233, 75199.99585, 33934.999725}|{19443.98233, 76340.49585, 33934.999725};{19443.98233, 76340.49585, 31931.499725}|{19443.98233, 76340.49585, 34742.499725};{19256.48233, 76324.24585, 33934.999725};{19443.98233, 76324.24585, 33934.999725};{19350.23233, 75775.99585, 33934.999725};{19349.98233, 76324.24585, 33336.999725};1096.5;32.5;0;0;187.5;0.5;1978.5;50;782.5;1978.5;50;782.5;0;187.5;0.5;0;32.5;1096.5;1978.5;50;782.5
4fe1ac81-b47e-4851-9191-f215d267b1fb;b89881e1-db83-49bb-bc92-ec0d59d188e0;3330842;3330842;ALUMINIUM;ALUMINIUM;3;3;90;90;0;90;0;90;0;90;90;188;188;32.5;32.5;2205.5;2811;{19443.98233, 76340.49585, 34742.499725}|{19443.98233, 74134.99585, 34742.499725};{19443.98233, 76340.49585, 31931.499725}|{19443.98233, 76340.49585, 34742.499725};{19255.98233, 76324.24585, 34726.249725};{19443.98233, 76324.24585, 34726.249725};{19349.98233, 75237.74585, 34726.249725};{19349.98233, 76324.24585, 33336.999725};0;32.5;2173;0;188;0;0;32.5;2778.5;2778.5;32.5;0;0;188;0;0;32.5;2173;2778.5;32.5;0
12d29dc0-0c00-42df-beee-7363b2e4e266;b89881e1-db83-49bb-bc92-ec0d59d188e0;3330857;3330842;ALUMINIUM;ALUMINIUM;3;3;90;90;0;90;0;90;0;90;90;188;188;45.1;32.5;2205.5;2811;{19443.98233, 74134.99585, 31914.899725}|{19443.98233, 76340.49585, 31914.899725};{19443.98233, 76340.49585, 31931.499725}|{19443.98233, 76340.49585, 34742.499725};{19255.98233, 76324.24585, 31945.749725};{19443.98233, 76324.24585, 31945.749725};{19349.98233, 75237.74585, 31937.449725};{19349.98233, 76324.24585, 33336.999725};2173;32.5;0;0;188;0;16.599999;28.499999;2782.500001;16.599999;28.499999;2782.500001;0;188;0;0;32.5;2173;16.599999;28.499999;2782.500001
4e06ad5c-6057-449f-a010-57ae386d3bca;fd2b29fc-acac-44f8-817e-10e890d0438f;3330845;3330842;ALUMINIUM;ALUMINIUM;3;3;90;90;0;90;0;90;0;90;90;187.5;188;50;32.5;1140.5;2811;{18443.98233, 75199.99585, 33934.999725}|{18443.98233, 76340.49585, 33934.999725};{18443.98233, 76340.49585, 31931.499725}|{18443.98233, 76340.49585, 34742.499725};{18256.48233, 76324.24585, 33934.999725};{18443.98233, 76324.24585, 33934.999725};{18350.23233, 75770.24585, 33934.999725};{18349.98233, 76324.24585, 33336.999725};1108;32.5;0;0;187.5;0.5;1978.5;50;782.5;1978.5;50;782.5;0;187.5;0.5;0;32.5;1108;1978.5;50;782.5
ed488093-b027-4b01-b6fc-57d73dcac71a;fd2b29fc-acac-44f8-817e-10e890d0438f;3330842;3330842;ALUMINIUM;ALUMINIUM;3;3;90;90;0;90;0;90;0;90;90;188;188;32.5;32.5;2205.5;2811;{18443.98233, 76340.49585, 34742.499725}|{18443.98233, 74134.99585, 34742.499725};{18443.98233, 76340.49585, 31931.499725}|{18443.98233, 76340.49585, 34742.499725};{18255.98233, 76324.24585, 34726.249725};{18443.98233, 76324.24585, 34726.249725};{18349.98233, 75237.74585, 34726.249725};{18349.98233, 76324.24585, 33336.999725};0;32.5;2173;0;188;0;0;32.5;2778.5;2778.5;32.5;0;0;188;0;0;32.5;2173;2778.5;32.5;0
9a22bb71-984f-4ed7-b417-250f77c98bf6;fd2b29fc-acac-44f8-817e-10e890d0438f;3330857;3330842;ALUMINIUM;ALUMINIUM;3;3;90;90;0;90;0;90;0;90;90;188;188;45.1;32.5;2205.5;2811;{18443.98233, 74134.99585, 31914.899725}|{18443.98233, 76340.49585, 31914.899725};{18443.98233, 76340.49585, 31931.499725}|{18443.98233, 76340.49585, 34742.499725};{18255.98233, 76324.24585, 31945.749725};{18443.98233, 76324.24585, 31945.749725};{18349.98233, 75237.74585, 31937.449725};{18349.98233, 76324.24585, 33336.999725};2173;32.5;0;0;188;0;16.599999;28.499999;2782.500001;16.599999;28.499999;2782.500001;0;188;0;0;32.5;2173;16.599999;28.499999;2782.500001
18b9962f-2b03-447f-b4af-6e53bbec00c9;ed488093-b027-4b01-b6fc-57d73dcac71a;3330842;3330842;ALUMINIUM;ALUMINIUM;3;3;90;90;0;90;0;90;0;90;90;188;188;32.5;32.5;2811;2205.5;{18443.98233, 74134.99585, 34742.499725}|{18443.98233, 74134.99585, 31931.499725};{18443.98233, 76340.49585, 34742.499725}|{18443.98233, 74134.99585, 34742.499725};{18255.98233, 74151.24585, 34726.249725};{18443.98233, 74151.24585, 34726.249725};{18349.98233, 74151.24585, 33336.999725};{18349.98233, 75237.74585, 34726.249725};0;32.5;2778.5;0;188;0;0;32.5;2173;2173;32.5;0;0;188;0;0;32.5;2778.5;2778.5;32.5;0
18b9962f-2b03-447f-b4af-6e53bbec00c9;9a22bb71-984f-4ed7-b417-250f77c98bf6;3330842;3330857;ALUMINIUM;ALUMINIUM;3;3;90;90;0;90;0;90;0;90;90;188;188;32.5;45.1;2811;2205.5;{18443.98233, 74134.99585, 34742.499725}|{18443.98233, 74134.99585, 31931.499725};{18443.98233, 74134.99585, 31914.899725}|{18443.98233, 76340.49585, 31914.899725};{18255.98233, 74151.24585, 31945.749725};{18443.98233, 74151.24585, 31945.749725};{18349.98233, 74151.24585, 33336.999725};{18349.98233, 75237.74585, 31937.449725};2782.500001;28.499999;16.599999;0;188;0;0;32.5;2173;0;32.5;2173;0;188;0;16.599999;28.499999;2782.500001;16.599999;28.499999;2782.500001
18b9962f-2b03-447f-b4af-6e53bbec00c9;f4c744f9-b5ab-4786-bcd6-caa84235d088;3330842;3330845;ALUMINIUM;ALUMINIUM;3;3;90;90;0;90;0;90;0;90;90;188;187.5;32.5;50;2811;1065;{18443.98233, 74134.99585, 34742.499725}|{18443.98233, 74134.99585, 31931.499725};{18443.98233, 74134.99585, 33934.999725}|{18443.98233, 75199.99585, 33934.999725};{18256.48233, 74151.24585, 33934.999725};{18443.98233, 74151.24585, 33934.999725};{18349.98233, 74151.24585, 33336.999725};{18350.23233, 74667.49585, 33934.999725};782.5;50;1978.5;0;187.5;0.5;0;32.5;1032.5;0;32.5;1032.5;0;187.5;0.5;1978.5;50;782.5;1978.5;50;782.5
623c7726-7a1f-4d39-9c30-58f06e1b80d2;ce291abf-0a42-4909-9a75-be75619de4a4;3330845;3330842;ALUMINIUM;ALUMINIUM;3;3;90;90;0;90;0;90;0;90;90;187.5;188;50;32.5;2363;4491;{-372.500763, 74047.50708, 34154.999725}|{-372.500763, 71684.50708, 34154.999725};{-372.500763, 71684.50708, 31326.499725}|{-372.500763, 71684.50708, 35817.499725};{-185.000763, 71700.75708, 34154.999725};{-372.500763, 71700.75708, 34154.999725};{-278.750763, 72866.00708, 34154.999725};{-278.500763, 71700.75708, 33571.999725};2330.5;32.5;0;0;187.5;0.5;2803.5;50;1637.5;2803.5;50;1637.5;0;187.5;0.5;0;32.5;2330.5;2803.5;50;1637.5
4a58c3da-8d74-4691-a787-cceb7bc5568f;ce291abf-0a42-4909-9a75-be75619de4a4;3330842;3330842;ALUMINIUM;ALUMINIUM;3;3;90;90;0;90;0;90;0;90;90;188;188;32.5;32.5;2363;4491;{-372.500763, 71684.50708, 35817.499725}|{-372.500763, 74047.50708, 35817.499725};{-372.500763, 71684.50708, 31326.499725}|{-372.500763, 71684.50708, 35817.499725};{-184.500763, 71700.75708, 35801.249725};{-372.500763, 71700.75708, 35801.249725};{-278.500763, 72866.00708, 35801.249725};{-278.500763, 71700.75708, 33571.999725};0;32.5;2330.5;0;188;0;0;32.5;4458.5;4458.5;32.5;0;0;188;0;0;32.5;2330.5;4458.5;32.5;0
cc9a0f69-e163-4555-8d02-5487c325a1d7;ce291abf-0a42-4909-9a75-be75619de4a4;3330845;3330842;ALUMINIUM;ALUMINIUM;3;3;90;90;0;90;0;90;0;90;90;187.5;188;50;32.5;2363;4491;{-372.500763, 74047.50708, 32109.999725}|{-372.500763, 71684.50708, 32109.999725};{-372.500763, 71684.50708, 31326.499725}|{-372.500763, 71684.50708, 35817.499725};{-185.000763, 71700.75708, 32109.999725};{-372.500763, 71700.75708, 32109.999725};{-278.750763, 72866.00708, 32109.999725};{-278.500763, 71700.75708, 33571.999725};2330.5;32.5;0;0;187.5;0.5;758.5;50;3682.5;758.5;50;3682.5;0;187.5;0.5;0;32.5;2330.5;758.5;50;3682.5
c23c49fd-e261-498c-81e7-b54f2c7aad4e;ce291abf-0a42-4909-9a75-be75619de4a4;3330857;3330842;ALUMINIUM;ALUMINIUM;3;3;90;90;0;90;0;90;0;90;90;188;188;45.1;32.5;2363;4491;{-372.500763, 74047.50708, 31309.899725}|{-372.500763, 71684.50708, 31309.899725};{-372.500763, 71684.50708, 31326.499725}|{-372.500763, 71684.50708, 35817.499725};{-184.500763, 71700.75708, 31340.749725};{-372.500763, 71700.75708, 31340.749725};{-278.500763, 72866.00708, 31332.449725};{-278.500763, 71700.75708, 33571.999725};2330.5;32.5;0;0;188;0;16.599999;28.499999;4462.500001;16.599999;28.499999;4462.500001;0;188;0;0;32.5;2330.5;16.599999;28.499999;4462.500001
523aaa26-8c04-49a3-83ec-a2e877ca882f;623c7726-7a1f-4d39-9c30-58f06e1b80d2;3330842;3330845;ALUMINIUM;ALUMINIUM;3;3;90;90;0;90;0;90;0;90;90;188;187.5;32.5;50;4491;2363;{-372.500763, 74047.50708, 35817.499725}|{-372.500763, 74047.50708, 31326.499725};{-372.500763, 74047.50708, 34154.999725}|{-372.500763, 71684.50708, 34154.999725};{-185.000763, 74031.25708, 34154.999725};{-372.500763, 74031.25708, 34154.999725};{-278.500763, 74031.25708, 33571.999725};{-278.750763, 72866.00708, 34154.999725};1637.5;50;2803.5;0;187.5;0.5;0;32.5;2330.5;0;32.5;2330.5;0;187.5;0.5;2803.5;50;1637.5;2803.5;50;1637.5
4a58c3da-8d74-4691-a787-cceb7bc5568f;523aaa26-8c04-49a3-83ec-a2e877ca882f;3330842;3330842;ALUMINIUM;ALUMINIUM;3;3;90;90;0;90;0;90;0;90;90;188;188;32.5;32.5;2363;4491;{-372.500763, 71684.50708, 35817.499725}|{-372.500763, 74047.50708, 35817.499725};{-372.500763, 74047.50708, 35817.499725}|{-372.500763, 74047.50708, 31326.499725};{-184.500763, 74031.25708, 35801.249725};{-372.500763, 74031.25708, 35801.249725};{-278.500763, 72866.00708, 35801.249725};{-278.500763, 74031.25708, 33571.999725};2330.5;32.5;0;0;188;0;0;32.5;4458.5;0;32.5;4458.5;0;188;0;0;32.5;2330.5;4458.5;32.5;0
523aaa26-8c04-49a3-83ec-a2e877ca882f;cc9a0f69-e163-4555-8d02-5487c325a1d7;3330842;3330845;ALUMINIUM;ALUMINIUM;3;3;90;90;0;90;0;90;0;90;90;188;187.5;32.5;50;4491;2363;{-372.500763, 74047.50708, 35817.499725}|{-372.500763, 74047.50708, 31326.499725};{-372.500763, 74047.50708, 32109.999725}|{-372.500763, 71684.50708, 32109.999725};{-185.000763, 74031.25708, 32109.999725};{-372.500763, 74031.25708, 32109.999725};{-278.500763, 74031.25708, 33571.999725};{-278.750763, 72866.00708, 32109.999725};3682.5;50;758.5;0;187.5;0.5;0;32.5;2330.5;0;32.5;2330.5;0;187.5;0.5;758.5;50;3682.5;758.5;50;3682.5
523aaa26-8c04-49a3-83ec-a2e877ca882f;c23c49fd-e261-498c-81e7-b54f2c7aad4e;3330842;3330857;ALUMINIUM;ALUMINIUM;3;3;90;90;0;90;0;90;0;90;90;188;188;32.5;45.1;4491;2363;{-372.500763, 74047.50708, 35817.499725}|{-372.500763, 74047.50708, 31326.499725};{-372.500763, 74047.50708, 31309.899725}|{-372.500763, 71684.50708, 31309.899725};{-184.500763, 74031.25708, 31340.749725};{-372.500763, 74031.25708, 31340.749725};{-278.500763, 74031.25708, 33571.999725};{-278.500763, 72866.00708, 31332.449725};4462.500001;28.499999;16.599999;0;188;0;0;32.5;2330.5;0;32.5;2330.5;0;188;0;16.599999;28.499999;4462.500001;16.599999;28.499999;4462.500001
523aaa26-8c04-49a3-83ec-a2e877ca882f;e4925472-f6bd-4678-ace1-75a363bb3a77;3330842;3330842;ALUMINIUM;ALUMINIUM;3;33;90;90;0;90;0;90;0;90;90;188;188;32.5;32.5;4491;308.01;{-372.500763, 74047.50708, 35817.499725}|{-372.500763, 74047.50708, 31326.499725};{-372.503457, 74057.494995, 35817.499725}|{-372.505371, 74365.504995, 35817.499725};{-184.503426, 74052.502221, 35801.249725};{-372.500763, 74052.501053, 35801.249725};{-278.500763, 74031.25708, 33571.999725};{-278.504414, 74211.500579, 35801.249725};2.1828e-11;32.5;4458.5;0.004608;187.997306;0.002694;317.999083;-9.987915;42.487915;42.489083;-9.987915;317.997915;0.00243;187.99757;0.002632;2.1828e-11;32.5;4458.5;4458.5;32.5;2.1828e-11
d5a5bd10-1408-498e-b802-a4d7e1d69607;fd1106a5-f76a-4039-a211-0f3ab1e51e1c;3330842;3330857;ALUMINIUM;ALUMINIUM;3;3;90;90;0;90;0;90;0;90;90;188;188;32.5;45.1;4491;1400;{-372.500763, 67724.50708, 31326.499725}|{-372.500763, 67724.50708, 35817.499725};{-372.500763, 69124.50708, 31309.899725}|{-372.500763, 67724.50708, 31309.899725};{-184.500763, 67740.75708, 31340.749725};{-372.500763, 67740.75708, 31340.749725};{-278.500763, 67740.75708, 33571.999725};{-278.500763, 68424.50708, 31332.449725};16.599999;28.499999;4462.500001;0;188;0;0;32.5;1367.5;1367.5;32.5;0;0;188;0;16.599999;28.499999;4462.500001;16.599999;28.499999;4462.500001
114b6372-7d1a-45c6-89e6-ac860f01f55b;d5a5bd10-1408-498e-b802-a4d7e1d69607;3330845;3330842;ALUMINIUM;ALUMINIUM;3;3;90;90;0;90;0;90;0;90;90;187.5;188;50;32.5;1400;4491;{-372.500763, 69124.50708, 32109.999725}|{-372.500763, 67724.50708, 32109.999725};{-372.500763, 67724.50708, 31326.499725}|{-372.500763, 67724.50708, 35817.499725};{-185.000763, 67740.75708, 32109.999725};{-372.500763, 67740.75708, 32109.999725};{-278.750763, 68424.50708, 32109.999725};{-278.500763, 67740.75708, 33571.999725};1367.5;32.5;0;0;187.5;0.5;758.5;50;3682.5;758.5;50;3682.5;0;187.5;0.5;0;32.5;1367.5;758.5;50;3682.5
c6d21dbf-6b59-45ba-8e14-f7c40b473264;d5a5bd10-1408-498e-b802-a4d7e1d69607;3330842;3330842;ALUMINIUM;ALUMINIUM;3;3;90;90;0;90;0;90;0;90;90;188;188;32.5;32.5;1400;4491;{-372.500763, 67724.50708, 35817.499725}|{-372.500763, 69124.50708, 35817.499725};{-372.500763, 67724.50708, 31326.499725}|{-372.500763, 67724.50708, 35817.499725};{-184.500763, 67740.75708, 35801.249725};{-372.500763, 67740.75708, 35801.249725};{-278.500763, 68424.50708, 35801.249725};{-278.500763, 67740.75708, 33571.999725};0;32.5;1367.5;0;188;0;0;32.5;4458.5;4458.5;32.5;0;0;188;0;0;32.5;1367.5;4458.5;32.5;0
5a48d410-bb47-416e-9690-c476e412e98d;d5a5bd10-1408-498e-b802-a4d7e1d69607;3330845;3330842;ALUMINIUM;ALUMINIUM;3;3;90;90;0;90;0;90;0;90;90;187.5;188;50;32.5;1400;4491;{-372.500763, 69124.50708, 34154.999725}|{-372.500763, 67724.50708, 34154.999725};{-372.500763, 67724.50708, 31326.499725}|{-372.500763, 67724.50708, 35817.499725};{-185.000763, 67740.75708, 34154.999725};{-372.500763, 67740.75708, 34154.999725};{-278.750763, 68424.50708, 34154.999725};{-278.500763, 67740.75708, 33571.999725};1367.5;32.5;0;0;187.5;0.5;2803.5;50;1637.5;2803.5;50;1637.5;0;187.5;0.5;0;32.5;1367.5;2803.5;50;1637.5
b2160b77-ade4-467c-b2b3-b26cf4c86b06;fd1106a5-f76a-4039-a211-0f3ab1e51e1c;3330842;3330857;ALUMINIUM;ALUMINIUM;3;3;90;90;0;90;0;90;0;90;90;188;188;32.5;45.1;4491;1400;{-372.500763, 69124.50708, 35817.499725}|{-372.500763, 69124.50708, 31326.499725};{-372.500763, 69124.50708, 31309.899725}|{-372.500763, 67724.50708, 31309.899725};{-184.500763, 69108.25708, 31340.749725};{-372.500763, 69108.25708, 31340.749725};{-278.500763, 69108.25708, 33571.999725};{-278.500763, 68424.50708, 31332.449725};4462.500001;28.499999;16.599999;0;188;0;0;32.5;1367.5;0;32.5;1367.5;0;188;0;16.599999;28.499999;4462.500001;16.599999;28.499999;4462.500001
114b6372-7d1a-45c6-89e6-ac860f01f55b;b2160b77-ade4-467c-b2b3-b26cf4c86b06;3330845;3330842;ALUMINIUM;ALUMINIUM;3;3;90;90;0;90;0;90;0;90;90;187.5;188;50;32.5;1400;4491;{-372.500763, 69124.50708, 32109.999725}|{-372.500763, 67724.50708, 32109.999725};{-372.500763, 69124.50708, 35817.499725}|{-372.500763, 69124.50708, 31326.499725};{-185.000763, 69108.25708, 32109.999725};{-372.500763, 69108.25708, 32109.999725};{-278.750763, 68424.50708, 32109.999725};{-278.500763, 69108.25708, 33571.999725};0;32.5;1367.5;0;187.5;0.5;758.5;50;3682.5;3682.5;50;758.5;0;187.5;0.5;0;32.5;1367.5;758.5;50;3682.5
b2160b77-ade4-467c-b2b3-b26cf4c86b06;c6d21dbf-6b59-45ba-8e14-f7c40b473264;3330842;3330842;ALUMINIUM;ALUMINIUM;3;3;90;90;0;90;0;90;0;90;90;188;188;32.5;32.5;4491;1400;{-372.500763, 69124.50708, 35817.499725}|{-372.500763, 69124.50708, 31326.499725};{-372.500763, 67724.50708, 35817.499725}|{-372.500763, 69124.50708, 35817.499725};{-184.500763, 69108.25708, 35801.249725};{-372.500763, 69108.25708, 35801.249725};{-278.500763, 69108.25708, 33571.999725};{-278.500763, 68424.50708, 35801.249725};0;32.5;4458.5;0;188;0;0;32.5;1367.5;1367.5;32.5;0;0;188;0;0;32.5;4458.5;4458.5;32.5;0
5a48d410-bb47-416e-9690-c476e412e98d;b2160b77-ade4-467c-b2b3-b26cf4c86b06;3330845;3330842;ALUMINIUM;ALUMINIUM;3;3;90;90;0;90;0;90;0;90;90;187.5;188;50;32.5;1400;4491;{-372.500763, 69124.50708, 34154.999725}|{-372.500763, 67724.50708, 34154.999725};{-372.500763, 69124.50708, 35817.499725}|{-372.500763, 69124.50708, 31326.499725};{-185.000763, 69108.25708, 34154.999725};{-372.500763, 69108.25708, 34154.999725};{-278.750763, 68424.50708, 34154.999725};{-278.500763, 69108.25708, 33571.999725};0;32.5;1367.5;0;187.5;0.5;2803.5;50;1637.5;1637.5;50;2803.5;0;187.5;0.5;0;32.5;1367.5;2803.5;50;1637.5
2fa91b55-19e0-4e48-90b9-1f3b9b479349;418a2f83-6282-4cc5-b9be-1a397e2d5cd0;3330842;3330845;ALUMINIUM;ALUMINIUM;3;3;90;90;0;90;0;90;0;90;90;188;187.5;32.5;50;4491;2520;{-372.500763, 69144.50708, 31326.499725}|{-372.500763, 69144.50708, 35817.499725};{-372.500763, 71664.50708, 32109.999725}|{-372.500763, 69144.50708, 32109.999725};{-185.000763, 69160.75708, 32109.999725};{-372.500763, 69160.75708, 32109.999725};{-278.500763, 69160.75708, 33571.999725};{-278.750763, 70404.50708, 32109.999725};758.5;50;3682.5;0;187.5;0.5;0;32.5;2487.5;2487.5;32.5;0;0;187.5;0.5;758.5;50;3682.5;758.5;50;3682.5
2d86d1e6-cfae-444e-bd2d-692cd0509214;2fa91b55-19e0-4e48-90b9-1f3b9b479349;3330857;3330842;ALUMINIUM;ALUMINIUM;3;3;90;90;0;90;0;90;0;90;90;188;188;45.1;32.5;2520;4491;{-372.500763, 71664.50708, 31309.899725}|{-372.500763, 69144.50708, 31309.899725};{-372.500763, 69144.50708, 31326.499725}|{-372.500763, 69144.50708, 35817.499725};{-184.500763, 69160.75708, 31340.749725};{-372.500763, 69160.75708, 31340.749725};{-278.500763, 70404.50708, 31332.449725};{-278.500763, 69160.75708, 33571.999725};2487.5;32.5;0;0;188;0;16.599999;28.499999;4462.500001;16.599999;28.499999;4462.500001;0;188;0;0;32.5;2487.5;16.599999;28.499999;4462.500001
241d5027-37d8-47c6-a021-71107bae6f95;2fa91b55-19e0-4e48-90b9-1f3b9b479349;3330845;3330842;ALUMINIUM;ALUMINIUM;3;3;90;90;0;90;0;90;0;90;90;187.5;188;50;32.5;2520;4491;{-372.500763, 71664.50708, 34154.999725}|{-372.500763, 69144.50708, 34154.999725};{-372.500763, 69144.50708, 31326.499725}|{-372.500763, 69144.50708, 35817.499725};{-185.000763, 69160.75708, 34154.999725};{-372.500763, 69160.75708, 34154.999725};{-278.750763, 70404.50708, 34154.999725};{-278.500763, 69160.75708, 33571.999725};2487.5;32.5;0;0;187.5;0.5;2803.5;50;1637.5;2803.5;50;1637.5;0;187.5;0.5;0;32.5;2487.5;2803.5;50;1637.5
2fa91b55-19e0-4e48-90b9-1f3b9b479349;d541df9f-8931-41f7-a3ee-76f7cbdb31d0;3330842;3330842;ALUMINIUM;ALUMINIUM;3;3;90;90;0;90;0;90;0;90;90;188;188;32.5;32.5;4491;2520;{-372.500763, 69144.50708, 31326.499725}|{-372.500763, 69144.50708, 35817.499725};{-372.500763, 69144.50708, 35817.499725}|{-372.500763, 71664.50708, 35817.499725};{-184.500763, 69160.75708, 35801.249725};{-372.500763, 69160.75708, 35801.249725};{-278.500763, 69160.75708, 33571.999725};{-278.500763, 70404.50708, 35801.249725};4458.5;32.5;0;0;188;0;0;32.5;2487.5;0;32.5;2487.5;0;188;0;0;32.5;4458.5;4458.5;32.5;0
418a2f83-6282-4cc5-b9be-1a397e2d5cd0;a796deec-f58a-4320-abe9-f17ab704a2df;3330845;3330842;ALUMINIUM;ALUMINIUM;3;3;90;90;0;90;0;90;0;90;90;187.5;188;50;32.5;2520;4491;{-372.500763, 71664.50708, 32109.999725}|{-372.500763, 69144.50708, 32109.999725};{-372.500763, 71664.50708, 35817.499725}|{-372.500763, 71664.50708, 31326.499725};{-185.000763, 71648.25708, 32109.999725};{-372.500763, 71648.25708, 32109.999725};{-278.750763, 70404.50708, 32109.999725};{-278.500763, 71648.25708, 33571.999725};0;32.5;2487.5;0;187.5;0.5;758.5;50;3682.5;3682.5;50;758.5;0;187.5;0.5;0;32.5;2487.5;758.5;50;3682.5
2d86d1e6-cfae-444e-bd2d-692cd0509214;a796deec-f58a-4320-abe9-f17ab704a2df;3330857;3330842;ALUMINIUM;ALUMINIUM;3;3;90;90;0;90;0;90;0;90;90;188;188;45.1;32.5;2520;4491;{-372.500763, 71664.50708, 31309.899725}|{-372.500763, 69144.50708, 31309.899725};{-372.500763, 71664.50708, 35817.499725}|{-372.500763, 71664.50708, 31326.499725};{-184.500763, 71648.25708, 31340.749725};{-372.500763, 71648.25708, 31340.749725};{-278.500763, 70404.50708, 31332.449725};{-278.500763, 71648.25708, 33571.999725};0;32.5;2487.5;0;188;0;16.599999;28.499999;4462.500001;4462.500001;28.499999;16.599999;0;188;0;0;32.5;2487.5;16.599999;28.499999;4462.500001
