GUID1;GUID2;PROFILE1;PROFILE2;MATERIAL1;MATERIAL2;CLASS1;CLASS2;ANGLE;PART1_WDITH;PART2_WDITH;PART1_HEIGHT;PART2_HEIGHT;PART1_LENGTH;PART2_LENGTH;PART1_POINTS;PART2_POINTS;CONNECTION_FIRST_POINT;CONNECTION_SECOND_POINT;PART1_COG;PART2_COG;PLANE1_X_START;PLANE1_X_OVERLAP;PLANE1_X_END;PLANE1_Y_START;PLANE1_Y_OVERLAP;PLANE1_Y_END;PLANE1_Z_START;PLANE1_Z_OVERLAP;PLANE1_Z_END;PLANE2_X_START;PLANE2_X_OVERLAP;PLANE2_X_END;PLANE2_Y_START;PLANE2_Y_OVERLAP;PLANE2_Y_END;PLANE2_Z_START;PLANE2_Z_OVERLAP;PLANE2_Z_END
5e30ac64-6631-4584-aee6-e803568e37d1;780c78d3-ca82-4be9-90f0-987aa0ec8f85;536580;326940;ALUMINIUM;ALUMINIUM;3;3;90;216;215;60;60;4700;822;{55147.229549, 90831.603586, 51295}|{55147.229549, 90831.603586, 55995};{55147.22955, 90831.603586, 55750}|{55823.166253, 91350.268771, 55750};{55034.195219, 91015.872853, 55750};{55165.079038, 90845.301971, 55750};{55081.483259, 90917.285704, 53645.0};{55419.755039, 91176.22286, 55750};4425.0;60;215.0;0.001564;215.0;0.998436;807.0;15.0;45.0;45.0;15.0;807.0;0.001564;215.0;0.998436;4425.0;60;215.0
780c78d3-ca82-4be9-90f0-987aa0ec8f85;d8a84d55-3dcf-42b4-8051-67db3c15ae1d;326940;326940;ALUMINIUM;ALUMINIUM;3;3;0;215;215;60;60;822;995;{55147.22955, 90831.603586, 55750}|{55823.166253, 91350.268771, 55750};{54334.042788, 90207.622585, 55750}|{55147.22955, 90831.603586, 55750};{55016.344777, 91002.175709, 55750};{55147.228597, 90831.604827, 55750};{55419.755039, 91176.22286, 55750};{54675.193307, 90604.899767, 55750};1025.0;-30.0;852.0;3.8701e-9;215.0;4.6136e-9;0;60;0;1025.0;-30.0;852.0;3.8678e-9;215.0;4.6196e-9;0;60;0
780c78d3-ca82-4be9-90f0-987aa0ec8f85;a8b3a25c-8883-423a-bd4b-f65266981b8b;326940;536580;ALUMINIUM;ALUMINIUM;3;3;90;215;216;60;60;822;4700;{55147.22955, 90831.603586, 55750}|{55823.166253, 91350.268771, 55750};{55823.166253, 91350.26877, 51295}|{55823.166253, 91350.26877, 55995};{55674.43104, 91507.143749, 55750};{55805.31486, 91336.572867, 55750};{55419.755039, 91176.22286, 55750};{55757.419962, 91435.950888, 53645.0};807.0;15.0;45.0;0.001564;215.0;0.998436;4425.0;60;215.0;4425.0;60;215.0;0.001564;215.0;0.998436;45.0;15.0;807.0
4d531598-3230-4c59-85ab-cb6a8fa602f3;780c78d3-ca82-4be9-90f0-987aa0ec8f85;326940;326940;ALUMINIUM;ALUMINIUM;3;3;0;215;215;60;60;822;822;{55823.166253, 91350.268771, 55750}|{56499.102956, 91868.933955, 55750};{55147.22955, 90831.603586, 55750}|{55823.166253, 91350.268771, 55750};{55692.281481, 91520.840893, 55750};{55823.165301, 91350.270011, 55750};{56095.691742, 91694.888044, 55750};{55419.755039, 91176.22286, 55750};852.0;-30.0;852.0;3.7784e-9;215.0;3.8141e-9;0;60;0;852.0;-30.0;852.0;3.8032e-9;215.0;3.8294e-9;0;60;0
317643bc-b2db-43f8-9308-e2ce1e409765;c348c50e-276c-4c9c-b1a4-6dc588918142;326940;536580;ALUMINIUM;ALUMINIUM;3;3;90;215;216;60;60;1674;3500;{55147.22955, 90831.603586, 50830}|{56499.102956, 91868.933955, 50830};{55147.229549, 90831.603586, 47785}|{55147.229549, 90831.603586, 51285};{55034.195219, 91015.872853, 50830};{55165.079038, 90845.301971, 50830};{55757.723391, 91435.555452, 50830};{55081.483259, 90917.285704, 49535.0};45.0;15.0;1659.0;0.001564;215.0;0.998436;3015.0;60;425.0;3015.0;60;425.0;0.001564;215.0;0.998436;1659.0;15.0;45.0
317643bc-b2db-43f8-9308-e2ce1e409765;7739dbb4-7892-4a4a-81ed-6e25c3c0ef20;326940;326940;ALUMINIUM;ALUMINIUM;3;3;0;215;215;60;60;1674;995;{55147.22955, 90831.603586, 50830}|{56499.102956, 91868.933955, 50830};{54334.042788, 90207.622585, 50830}|{55147.22955, 90831.603586, 50830};{55016.344777, 91002.175709, 50830};{55147.228597, 90831.604827, 50830};{55757.723391, 91435.555452, 50830};{54675.193307, 90604.899767, 50830};1025.0;-30.0;1704.0;7.6829e-9;215.0;4.8208e-9;0;60;0;1025.0;-30.0;1704.0;7.6808e-9;215.0;4.8193e-9;0;60;0
317643bc-b2db-43f8-9308-e2ce1e409765;abc66d79-80c2-44cf-84b7-8557a198b06d;326940;326940;ALUMINIUM;ALUMINIUM;3;3;0;215;215;60;60;1674;985;{55147.22955, 90831.603586, 50830}|{56499.102956, 91868.933955, 50830};{56499.102956, 91868.933955, 50830}|{57304.356188, 92486.827337, 50830};{56368.218184, 92039.506077, 50830};{56499.102004, 91868.935195, 50830};{55757.723391, 91435.555452, 50830};{56836.28671, 92263.167327, 50830};1704.0;-30.0;1015.0;2.7145e-9;215.0;5.6346e-9;0;60;0;1704.0;-30.0;1015.0;2.7128e-9;215.0;5.6328e-9;0;60;0
317643bc-b2db-43f8-9308-e2ce1e409765;835f3f0e-903c-4a8e-b4f7-acc41e6b928c;326940;536580;ALUMINIUM;ALUMINIUM;3;3;90;215;216;60;60;1674;3500;{55147.22955, 90831.603586, 50830}|{56499.102956, 91868.933955, 50830};{56499.102956, 91868.933955, 47785}|{56499.102956, 91868.933955, 51285};{56350.367743, 92025.808933, 50830};{56481.251563, 91855.238051, 50830};{55757.723391, 91435.555452, 50830};{56433.356665, 91954.616072, 49535.0};1659.0;15.0;45.0;0.001564;215.0;0.998436;3015.0;60;425.0;3015.0;60;425.0;0.001564;215.0;0.998436;45.0;15.0;1659.0
3f7b6286-58ab-42df-b753-5c03684f9fc1;5e30ac64-6631-4584-aee6-e803568e37d1;326940;536580;ALUMINIUM;ALUMINIUM;3;3;90;215;216;60;60;822;4700;{55147.22955, 90831.603586, 52685}|{55823.166253, 91350.268771, 52685};{55147.229549, 90831.603586, 51295}|{55147.229549, 90831.603586, 55995};{55034.195219, 91015.872853, 52685};{55165.079038, 90845.301971, 52685};{55419.755039, 91176.22286, 52685};{55081.483259, 90917.285704, 53645.0};45.0;15.0;807.0;0.001564;215.0;0.998436;1360.0;60;3280.0;1360.0;60;3280.0;0.001564;215.0;0.998436;807.0;15.0;45.0
3f7b6286-58ab-42df-b753-5c03684f9fc1;4abad426-ebb7-4241-aebf-4cd8030e7a70;326940;326940;ALUMINIUM;ALUMINIUM;3;3;0;215;215;60;60;822;995;{55147.22955, 90831.603586, 52685}|{55823.166253, 91350.268771, 52685};{54334.042788, 90207.622585, 52685}|{55147.22955, 90831.603586, 52685};{55016.344777, 91002.175709, 52685};{55147.228597, 90831.604827, 52685};{55419.755039, 91176.22286, 52685};{54675.193307, 90604.899767, 52685};1025.0;-30.0;852.0;3.6776e-9;215.0;4.4278e-9;0;60;0;1025.0;-30.0;852.0;3.6747e-9;215.0;4.4271e-9;0;60;0
3f7b6286-58ab-42df-b753-5c03684f9fc1;a8b3a25c-8883-423a-bd4b-f65266981b8b;326940;536580;ALUMINIUM;ALUMINIUM;3;3;90;215;216;60;60;822;4700;{55147.22955, 90831.603586, 52685}|{55823.166253, 91350.268771, 52685};{55823.166253, 91350.26877, 51295}|{55823.166253, 91350.26877, 55995};{55674.43104, 91507.143749, 52685};{55805.31486, 91336.572867, 52685};{55419.755039, 91176.22286, 52685};{55757.419962, 91435.950888, 53645.0};807.0;15.0;45.0;0.001564;215.0;0.998436;1360.0;60;3280.0;1360.0;60;3280.0;0.001564;215.0;0.998436;45.0;15.0;807.0
3f7b6286-58ab-42df-b753-5c03684f9fc1;61e93964-06bb-4926-86b9-227e0798b113;326940;326940;ALUMINIUM;ALUMINIUM;3;3;0;215;215;60;60;822;822;{55147.22955, 90831.603586, 52685}|{55823.166253, 91350.268771, 52685};{55823.166253, 91350.268771, 52685}|{56499.102956, 91868.933955, 52685};{55692.281481, 91520.840893, 52685};{55823.165301, 91350.270011, 52685};{55419.755039, 91176.22286, 52685};{56095.691742, 91694.888044, 52685};852.0;-30.0;852.0;3.7982e-9;215.0;3.7797e-9;0;60;0;852.0;-30.0;852.0;3.7797e-9;215.0;3.7837e-9;0;60;0
b0db1a40-2549-4d40-ad9d-1a98bc8c7405;c348c50e-276c-4c9c-b1a4-6dc588918142;326940;536580;ALUMINIUM;ALUMINIUM;3;3;90;215;216;60;60;1674;3500;{55147.22955, 90831.603586, 50165}|{56499.102956, 91868.933955, 50165};{55147.229549, 90831.603586, 47785}|{55147.229549, 90831.603586, 51285};{55034.195219, 91015.872853, 50165};{55165.079038, 90845.301971, 50165};{55757.723391, 91435.555452, 50165};{55081.483259, 90917.285704, 49535.0};45.0;15.0;1659.0;0.001564;215.0;0.998436;2350.0;60;1090.0;2350.0;60;1090.0;0.001564;215.0;0.998436;1659.0;15.0;45.0
142842e5-5d00-4b6a-ba6f-29119c432e7c;b0db1a40-2549-4d40-ad9d-1a98bc8c7405;326940;326940;ALUMINIUM;ALUMINIUM;3;3;0;215;215;60;60;995;1674;{54334.042788, 90207.622585, 50165}|{55147.22955, 90831.603586, 50165};{55147.22955, 90831.603586, 50165}|{56499.102956, 91868.933955, 50165};{55016.344777, 91002.175709, 50165};{55147.228597, 90831.604827, 50165};{54675.193307, 90604.899767, 50165};{55757.723391, 91435.555452, 50165};1025.0;-30.0;1704.0;7.7178e-9;215.0;4.8332e-9;0;60;0;1025.0;-30.0;1704.0;7.708e-9;215.0;4.8358e-9;0;60;0
88bc0a37-bbc0-4013-a731-6d1491740181;b0db1a40-2549-4d40-ad9d-1a98bc8c7405;326940;326940;ALUMINIUM;ALUMINIUM;3;3;0;215;215;60;60;985;1674;{56499.102956, 91868.933955, 50165}|{57304.356188, 92486.827337, 50165};{55147.22955, 90831.603586, 50165}|{56499.102956, 91868.933955, 50165};{56368.218184, 92039.506077, 50165};{56499.102004, 91868.935195, 50165};{56836.28671, 92263.167327, 50165};{55757.723391, 91435.555452, 50165};1704.0;-30.0;1015.0;2.5058e-9;215.0;5.4286e-9;0;60;0;1704.0;-30.0;1015.0;2.5164e-9;215.0;5.429e-9;0;60;0
835f3f0e-903c-4a8e-b4f7-acc41e6b928c;b0db1a40-2549-4d40-ad9d-1a98bc8c7405;536580;326940;ALUMINIUM;ALUMINIUM;3;3;90;216;215;60;60;3500;1674;{56499.102956, 91868.933955, 47785}|{56499.102956, 91868.933955, 51285};{55147.22955, 90831.603586, 50165}|{56499.102956, 91868.933955, 50165};{56350.367743, 92025.808933, 50165};{56481.251563, 91855.238051, 50165};{56433.356665, 91954.616072, 49535.0};{55757.723391, 91435.555452, 50165};2350.0;60;1090.0;0.001564;215.0;0.998436;45.0;15.0;1659.0;1659.0;15.0;45.0;0.001564;215.0;0.998436;2350.0;60;1090.0
743ba161-4aa0-4c07-829e-7b089b293801;c348c50e-276c-4c9c-b1a4-6dc588918142;326940;536580;ALUMINIUM;ALUMINIUM;3;3;90;215;216;60;60;1674;3500;{55147.22955, 90831.603586, 47835}|{56499.102956, 91868.933955, 47835};{55147.229549, 90831.603586, 47785}|{55147.229549, 90831.603586, 51285};{55034.195219, 91015.872853, 47835};{55165.079038, 90845.301971, 47835};{55757.723391, 91435.555452, 47835};{55081.483259, 90917.285704, 49535.0};45.0;15.0;1659.0;0.001564;215.0;0.998436;20.0;60;3420.0;20.0;60;3420.0;0.001564;215.0;0.998436;1659.0;15.0;45.0
743ba161-4aa0-4c07-829e-7b089b293801;921144a6-e209-4c8b-a058-1697403f0590;326940;326940;ALUMINIUM;ALUMINIUM;3;3;0;215;215;60;60;1674;995;{55147.22955, 90831.603586, 47835}|{56499.102956, 91868.933955, 47835};{54334.042788, 90207.622585, 47835}|{55147.22955, 90831.603586, 47835};{55016.344777, 91002.175709, 47835};{55147.228597, 90831.604827, 47835};{55757.723391, 91435.555452, 47835};{54675.193307, 90604.899767, 47835};1025.0;-30.0;1704.0;7.4876e-9;215.0;4.6159e-9;0;60;0;1025.0;-30.0;1704.0;7.5029e-9;215.0;4.6116e-9;0;60;0
743ba161-4aa0-4c07-829e-7b089b293801;80e56d6c-206b-4e91-b5ad-6254753e50e8;326940;326940;ALUMINIUM;ALUMINIUM;3;3;0;215;215;60;60;1674;985;{55147.22955, 90831.603586, 47835}|{56499.102956, 91868.933955, 47835};{56499.102956, 91868.933955, 47835}|{57304.356188, 92486.827337, 47835};{56368.218184, 92039.506077, 47835};{56499.102004, 91868.935195, 47835};{55757.723391, 91435.555452, 47835};{56836.28671, 92263.167327, 47835};1704.0;-30.0;1015.0;2.7073e-9;215.0;5.631e-9;0;60;0;1704.0;-30.0;1015.0;2.7129e-9;215.0;5.6253e-9;0;60;0
743ba161-4aa0-4c07-829e-7b089b293801;835f3f0e-903c-4a8e-b4f7-acc41e6b928c;326940;536580;ALUMINIUM;ALUMINIUM;3;3;90;215;216;60;60;1674;3500;{55147.22955, 90831.603586, 47835}|{56499.102956, 91868.933955, 47835};{56499.102956, 91868.933955, 47785}|{56499.102956, 91868.933955, 51285};{56350.367743, 92025.808933, 47835};{56481.251563, 91855.238051, 47835};{55757.723391, 91435.555452, 47835};{56433.356665, 91954.616072, 49535.0};1659.0;15.0;45.0;0.001564;215.0;0.998436;20.0;60;3420.0;20.0;60;3420.0;0.001564;215.0;0.998436;45.0;15.0;1659.0
71eaa352-1b17-43c6-a5f4-9646712eff06;bd41def9-1ed5-49d4-8437-f28132e2ad89;326940;326940;ALUMINIUM;ALUMINIUM;3;3;0;215;215;60;60;960;380;{22231.061251, 92654.831105, 55750}|{22436.894066, 91686.465031, 55750};{22436.894066, 91686.465031, 55750}|{22522.13796, 91285.424536, 55750};{22647.197319, 91731.166423, 55750};{22436.895596, 91686.465357, 55750};{22439.13005, 92192.998927, 55750};{22584.668404, 91508.295642, 55750};990.000001;-30.0;410.0;6.3824e-8;215.0;6.3356e-8;0;60;0;990.000001;-30.0;410.0;6.3827e-8;215.0;6.3357e-8;0;60;0
a71a92d1-2e0c-45f9-ace6-0f734ab4e59e;bd41def9-1ed5-49d4-8437-f28132e2ad89;536580;326940;ALUMINIUM;ALUMINIUM;3;3;90;216;215;60;60;3435;380;{22522.13796, 91285.424537, 52635}|{22522.13796, 91285.424537, 56070};{22436.894066, 91686.465031, 55750}|{22522.13796, 91285.424536, 55750};{22727.763194, 91352.134248, 55750};{22517.461471, 91307.433182, 55750};{22627.777895, 91307.879026, 54352.5};{22584.668404, 91508.295642, 55750};3085;60;290;0.001564;215.0;0.998436;45.0;15.0;365.0;365.0;15.0;45.0;0.001564;215.0;0.998436;3085;60;290
1299f2fe-6efd-4e29-b76a-9857b0e73377;bd41def9-1ed5-49d4-8437-f28132e2ad89;326940;326940;ALUMINIUM;ALUMINIUM;3;3;0;215;215;60;60;960;380;{22522.13796, 91285.424536, 55750}|{22727.970775, 90317.058463, 55750};{22436.894066, 91686.465031, 55750}|{22522.13796, 91285.424536, 55750};{22732.441212, 91330.125928, 55750};{22522.139489, 91285.424862, 55750};{22730.206759, 90823.592358, 55750};{22584.668404, 91508.295642, 55750};410.0;-30.0;990.0;5.8891e-8;215.0;5.8412e-8;0;60;0;410.0;-30.0;990.0;5.889e-8;215.0;5.8417e-8;0;60;0
044808a8-1180-44b1-a97e-57c576d05645;bd41def9-1ed5-49d4-8437-f28132e2ad89;536580;326940;ALUMINIUM;ALUMINIUM;3;3;90;216;215;60;60;3435;380;{22436.894066, 91686.465032, 52635}|{22436.894066, 91686.465032, 56070};{22436.894066, 91686.465031, 55750}|{22522.13796, 91285.424536, 55750};{22651.875338, 91709.158103, 55750};{22441.573615, 91664.457037, 55750};{22542.534002, 91708.919521, 54352.5};{22584.668404, 91508.295642, 55750};3085;60;290;0.001564;215.0;0.998436;365.000001;14.999999;45.000001;45.000001;14.999999;365.000001;0.001564;215.0;0.998436;3085;60;290
562661c9-83ee-4669-a1fd-acb2b193b39d;79fa0d62-1f06-485b-a92a-315afb4e4734;326940;326940;ALUMINIUM;ALUMINIUM;3;3;0;215;215;60;60;960;380;{22231.061251, 92654.831105, 55085}|{22436.894066, 91686.465031, 55085};{22436.894066, 91686.465031, 55085}|{22522.13796, 91285.424536, 55085};{22647.197319, 91731.166423, 55085};{22436.895596, 91686.465357, 55085};{22439.13005, 92192.998927, 55085};{22584.668404, 91508.295642, 55085};990.000001;-30.0;410.0;5.9546e-8;215.0;5.9092e-8;0;60;0;990.000001;-30.0;410.0;5.9546e-8;215.0;5.9084e-8;0;60;0
79fa0d62-1f06-485b-a92a-315afb4e4734;a71a92d1-2e0c-45f9-ace6-0f734ab4e59e;326940;536580;ALUMINIUM;ALUMINIUM;3;3;90;215;216;60;60;380;3435;{22436.894066, 91686.465031, 55085}|{22522.13796, 91285.424536, 55085};{22522.13796, 91285.424537, 52635}|{22522.13796, 91285.424537, 56070};{22727.763194, 91352.134248, 55085};{22517.461471, 91307.433181, 55085};{22584.668404, 91508.295642, 55085};{22627.777895, 91307.879026, 54352.5};364.999999;15.000001;44.999999;0.001564;215.0;0.998436;2420;60;955;2420;60;955;0.001564;215.0;0.998436;44.999999;15.000001;364.999999
28fbee9d-db95-4559-a7a0-2072a1b3fdde;79fa0d62-1f06-485b-a92a-315afb4e4734;326940;326940;ALUMINIUM;ALUMINIUM;3;3;0;215;215;60;60;960;380;{22522.13796, 91285.424536, 55085}|{22727.970775, 90317.058463, 55085};{22436.894066, 91686.465031, 55085}|{22522.13796, 91285.424536, 55085};{22732.441212, 91330.125928, 55085};{22522.139489, 91285.424862, 55085};{22730.206759, 90823.592358, 55085};{22584.668404, 91508.295642, 55085};410.0;-30.0;990.0;6.0655e-8;215.0;6.0198e-8;0;60;0;410.0;-30.0;990.0;6.0661e-8;215.0;6.0192e-8;0;60;0
044808a8-1180-44b1-a97e-57c576d05645;79fa0d62-1f06-485b-a92a-315afb4e4734;536580;326940;ALUMINIUM;ALUMINIUM;3;3;90;216;215;60;60;3435;380;{22436.894066, 91686.465032, 52635}|{22436.894066, 91686.465032, 56070};{22436.894066, 91686.465031, 55085}|{22522.13796, 91285.424536, 55085};{22651.875338, 91709.158103, 55085};{22441.573615, 91664.457037, 55085};{22542.534002, 91708.919521, 54352.5};{22584.668404, 91508.295642, 55085};2420;60;955;0.001564;215.0;0.998436;365.000001;14.999999;45.000001;45.000001;14.999999;365.000001;0.001564;215.0;0.998436;2420;60;955
31eecf92-5a5c-4ff6-84ab-79b95cb0f28f;d3073f73-3d3a-4b76-bc54-2ac56b00ecb1;326940;326940;ALUMINIUM;ALUMINIUM;3;3;0;215;215;60;60;380;960;{22436.894066, 91686.465031, 52685}|{22522.13796, 91285.424536, 52685};{22522.13796, 91285.424536, 52685}|{22727.970775, 90317.058463, 52685};{22732.441212, 91330.125928, 52685};{22522.139489, 91285.424862, 52685};{22584.668404, 91508.295642, 52685};{22730.206759, 90823.592358, 52685};410.0;-30.0;990.0;6.0661e-8;215.0;6.0192e-8;0;60;0;410.0;-30.0;990.0;6.0655e-8;215.0;6.0198e-8;0;60;0
31eecf92-5a5c-4ff6-84ab-79b95cb0f28f;c1a85a8f-c079-43c2-b2f7-5aa9732ef9ab;326940;326940;ALUMINIUM;ALUMINIUM;3;3;0;215;215;60;60;380;960;{22436.894066, 91686.465031, 52685}|{22522.13796, 91285.424536, 52685};{22231.061251, 92654.831105, 52685}|{22436.894066, 91686.465031, 52685};{22647.197319, 91731.166423, 52685};{22436.895596, 91686.465357, 52685};{22584.668404, 91508.295642, 52685};{22439.13005, 92192.998927, 52685};990.000001;-30.000001;410.000001;5.955e-8;215.0;5.9084e-8;0;60;0;990.000001;-30.000001;410.000001;5.9546e-8;215.0;5.9092e-8;0;60;0
31eecf92-5a5c-4ff6-84ab-79b95cb0f28f;a71a92d1-2e0c-45f9-ace6-0f734ab4e59e;326940;536580;ALUMINIUM;ALUMINIUM;3;3;90;215;216;60;60;380;3435;{22436.894066, 91686.465031, 52685}|{22522.13796, 91285.424536, 52685};{22522.13796, 91285.424537, 52635}|{22522.13796, 91285.424537, 56070};{22727.763194, 91352.134248, 52685};{22517.461471, 91307.433181, 52685};{22584.668404, 91508.295642, 52685};{22627.777895, 91307.879026, 54352.5};364.999999;15.000001;44.999999;0.001564;215.0;0.998436;20;60;3355;20;60;3355;0.001564;215.0;0.998436;44.999999;15.000001;364.999999
044808a8-1180-44b1-a97e-57c576d05645;31eecf92-5a5c-4ff6-84ab-79b95cb0f28f;536580;326940;ALUMINIUM;ALUMINIUM;3;3;90;216;215;60;60;3435;380;{22436.894066, 91686.465032, 52635}|{22436.894066, 91686.465032, 56070};{22436.894066, 91686.465031, 52685}|{22522.13796, 91285.424536, 52685};{22651.875338, 91709.158103, 52685};{22441.573615, 91664.457037, 52685};{22542.534002, 91708.919521, 54352.5};{22584.668404, 91508.295642, 52685};20;60;3355;0.001564;215.0;0.998436;365.000001;14.999999;45.000001;45.000001;14.999999;365.000001;0.001564;215.0;0.998436;20;60;3355
a71a92d1-2e0c-45f9-ace6-0f734ab4e59e;d3073f73-3d3a-4b76-bc54-2ac56b00ecb1;536580;326940;ALUMINIUM;ALUMINIUM;3;3;90;216;215;60;60;3435;960;{22522.13796, 91285.424537, 52635}|{22522.13796, 91285.424537, 56070};{22522.13796, 91285.424536, 52685}|{22727.970775, 90317.058463, 52685};{22737.119231, 91308.117608, 52685};{22526.817508, 91263.416542, 52685};{22627.777895, 91307.879026, 54352.5};{22730.206759, 90823.592358, 52685};20;60;3355;0.001564;215.0;0.998436;945.0;15.0;45.0;45.0;15.0;945.0;0.001564;215.0;0.998436;20;60;3355
28fbee9d-db95-4559-a7a0-2072a1b3fdde;a71a92d1-2e0c-45f9-ace6-0f734ab4e59e;326940;536580;ALUMINIUM;ALUMINIUM;3;3;90;215;216;60;60;960;3435;{22522.13796, 91285.424536, 55085}|{22727.970775, 90317.058463, 55085};{22522.13796, 91285.424537, 52635}|{22522.13796, 91285.424537, 56070};{22737.119231, 91308.117608, 55085};{22526.817508, 91263.416542, 55085};{22730.206759, 90823.592358, 55085};{22627.777895, 91307.879026, 54352.5};45.0;15.0;945.0;0.001564;215.0;0.998436;2420;60;955;2420;60;955;0.001564;215.0;0.998436;945.0;15.0;45.0
1299f2fe-6efd-4e29-b76a-9857b0e73377;a71a92d1-2e0c-45f9-ace6-0f734ab4e59e;326940;536580;ALUMINIUM;ALUMINIUM;3;3;90;215;216;60;60;960;3435;{22522.13796, 91285.424536, 55750}|{22727.970775, 90317.058463, 55750};{22522.13796, 91285.424537, 52635}|{22522.13796, 91285.424537, 56070};{22737.119231, 91308.117608, 55750};{22526.817508, 91263.416542, 55750};{22730.206759, 90823.592358, 55750};{22627.777895, 91307.879026, 54352.5};45.0;15.0;945.0;0.001564;215.0;0.998436;3085;60;290;3085;60;290;0.001564;215.0;0.998436;945.0;15.0;45.0
57c6d851-6fab-4eb3-9aa5-57a0be7f4613;606f51ba-0474-4f33-8a91-4a6320d55a0d;326940;326940;ALUMINIUM;ALUMINIUM;3;3;0;215;215;60;60;1040;1265;{60848.276824, 90329.581307, 26155}|{61752.709447, 90901.334428, 26155};{61752.709447, 90901.334428, 26155}|{62847.326499, 91593.316009, 26155};{61637.824004, 91083.06777, 26155};{61752.708977, 90901.335982, 26155};{61243.05018, 90706.325315, 26155};{62242.575017, 91338.192666, 26155};1070.0;-29.999967;1295.0;5.1627e-8;215.0;5.1564e-8;0;60;0;1070.0;-29.999967;1295.0;5.163e-8;215.0;5.1569e-8;0;60;0
606f51ba-0474-4f33-8a91-4a6320d55a0d;fe021c60-1366-4d95-aed5-a64683b548e2;326940;536580;ALUMINIUM;ALUMINIUM;3;3;90;215;216;60;60;1265;3815;{61752.709447, 90901.334428, 26155}|{62847.326499, 91593.316009, 26155};{61752.709447, 90901.334428, 22915}|{61752.709447, 90901.334428, 26730};{61656.842275, 91095.090507, 26155};{61771.727248, 90913.358719, 26155};{62242.575017, 91338.192666, 26155};{61694.999595, 90992.622833, 24822.5};45.000868;14.999584;1250.00045;0.001627;215.0;0.998498;3210;60;545;3210;60;545;0.001114;215.001533;0.998467;1250.0009;14.999584;45.000416
606f51ba-0474-4f33-8a91-4a6320d55a0d;6438ef77-7571-4e4d-b9a6-0db0d9c9aee8;326940;326940;ALUMINIUM;ALUMINIUM;3;3;0;215;215;60;60;1265;730;{61752.709447, 90901.334428, 26155}|{62847.326499, 91593.316009, 26155};{62847.3265, 91593.316009, 26155}|{63489.727241, 91999.421029, 26155};{62732.441057, 91775.049351, 26155};{62847.32603, 91593.317562, 26155};{62242.575017, 91338.192666, 26155};{63111.083914, 91887.235967, 26155};1295.0;-29.999967;760.0;6.2409e-8;215.0;6.2559e-8;0;60;0;1295.0;-29.999967;760.0;6.24e-8;215.0;6.2586e-8;0;60;0
4866f1f7-7887-4904-8253-64a4a0920421;606f51ba-0474-4f33-8a91-4a6320d55a0d;536580;326940;ALUMINIUM;ALUMINIUM;3;3;90;216;215;60;60;3815;1265;{62847.3265, 91593.316009, 22915}|{62847.3265, 91593.316009, 26730};{61752.709447, 90901.334428, 26155}|{62847.326499, 91593.316009, 26155};{62713.42223, 91763.026263, 26155};{62828.307203, 91581.294474, 26155};{62789.616648, 91684.604414, 24822.5};{62242.575017, 91338.192666, 26155};3210;60;545;0.001596;215.002647;0.995757;44.9991;15.0009;1249.999584;1249.999132;15.000902;44.99955;0.001627;215.0;0.998498;3210;60;545
96758b4f-642d-4671-9da4-7b674d45a198;c3c4d41b-3490-4124-80ca-772a7ec73789;326940;326940;ALUMINIUM;ALUMINIUM;3;3;0;215;215;60;60;1040;1265;{60848.276824, 90329.581307, 23770}|{61752.709447, 90901.334428, 23770};{61752.709447, 90901.334428, 23770}|{62847.326499, 91593.316009, 23770};{61637.824004, 91083.06777, 23770};{61752.708977, 90901.335982, 23770};{61243.05018, 90706.325315, 23770};{62242.575017, 91338.192666, 23770};1070.0;-29.999967;1295.0;5.1627e-8;215.0;5.1564e-8;0;60;0;1070.0;-29.999967;1295.0;5.163e-8;215.0;5.1569e-8;0;60;0
c3c4d41b-3490-4124-80ca-772a7ec73789;fe021c60-1366-4d95-aed5-a64683b548e2;326940;536580;ALUMINIUM;ALUMINIUM;3;3;90;215;216;60;60;1265;3815;{61752.709447, 90901.334428, 23770}|{62847.326499, 91593.316009, 23770};{61752.709447, 90901.334428, 22915}|{61752.709447, 90901.334428, 26730};{61656.842275, 91095.090507, 23770};{61771.727248, 90913.358719, 23770};{62242.575017, 91338.192666, 23770};{61694.999595, 90992.622833, 24822.5};45.000868;14.999584;1250.00045;0.001627;215.0;0.998498;825;60;2930;825;60;2930;0.001114;215.001533;0.998467;1250.0009;14.999584;45.000416
4866f1f7-7887-4904-8253-64a4a0920421;c3c4d41b-3490-4124-80ca-772a7ec73789;536580;326940;ALUMINIUM;ALUMINIUM;3;3;90;216;215;60;60;3815;1265;{62847.3265, 91593.316009, 22915}|{62847.3265, 91593.316009, 26730};{61752.709447, 90901.334428, 23770}|{62847.326499, 91593.316009, 23770};{62713.42223, 91763.026263, 23770};{62828.307203, 91581.294474, 23770};{62789.616648, 91684.604414, 24822.5};{62242.575017, 91338.192666, 23770};825;60;2930;0.001596;215.002647;0.995757;44.9991;15.0009;1249.999584;1249.999132;15.000902;44.99955;0.001627;215.0;0.998498;825;60;2930
