GUID1;GUID2;PROFILE1;PROFILE2;MATERIAL1;MATERIAL2;CLASS1;CLASS2;ANGLE;PLANE1_X_OVERLAP;PLANE2_X_OVERLAP;PART1_WDITH;PART2_WDITH;PLANE1_Y_OVERLAP;PLANE2_Y_OVERLAP;PLANE1_Z_OVERLAP;PLANE2_Z_OVERLAP;PART1_HEIGHT;PART2_HEIGHT;PART1_LENGTH;PART2_LENGTH;PART1_POINTS;PART2_POINTS
28a0aa52-4ec5-4cf7-b34a-81b5cdaa3210;80b546d0-7d4e-4093-b2a3-ccfee6a23bf2;HQ200*6-10*100-10*247-15;UPB200(200X1200);S355J2 NM;C45/55;1818;17;90;690.01;80;247;690;80;690;200;200;210;200;2334.99;5064.94;{96914.905597, 225608.758718, 52520.000763}|{99249.898627, 225608.75732, 52520.000763};{97414.897346, 230769.698986, 52520.000763}|{97414.897465, 225684.758986, 52520.000763}
