GUID1;GUID2;PROFILE1;PROFILE2;MATERIAL1;MATERIAL2;CLASS1;CLASS2;ANGLE;PLANE1_X_OVERLAP;PLANE2_X_OVERLAP;PART1_WDITH;PART2_WDITH;PLANE1_Y_OVERLAP;PLANE2_Y_OVERLAP;PLANE1_Z_OVERLAP;PLANE2_Z_OVERLAP;PART1_HEIGHT;PART2_HEIGHT;PART1_LENGTH;PART2_LENGTH;PART1_POINTS;PART2_POINTS;CONNECTION_FIRST_POINT;CONNECTION_SECOND_POINT
39707565-c06f-4ffd-997c-69c2d336907d;8cbbe28e-9fd9-423e-8074-a850e2a7068d;UPB265(265X1200);UPB265(265X1200);C45/55;C45/55;12;12;0;7879.98;7879.98;1200;681.91;0;0;265;265;265;265;7879.98;7879.98;{52436.906325, 269835.707568, 45720}|{52436.906325, 277715.687568, 45720};{51236.906325, 269835.707568, 45720}|{51236.906325, 277715.687568, 45720};{51836.906325, 269835.709261, 45587.5};{51836.906325, 277715.690583, 45587.5}
39707565-c06f-4ffd-997c-69c2d336907d;863a3142-1f9e-4ad7-a64b-22c0ffd982a1;UPB265(265X1200);HQ265*10-25*250-15*510;C45/55;S355J2 NM;12;1818;90;80.01;1200;1200;510;1200;80;265;265;265;280;7879.98;12363.01;{52436.906325, 269835.707568, 45720}|{52436.906325, 277715.687568, 45720};{40846.899839, 269660.714815, 45720}|{53209.91115, 269660.709174, 45720};{51836.906325, 269875.709555, 45587.5};{53036.906325, 269875.709555, 45587.5}
39707565-c06f-4ffd-997c-69c2d336907d;b83d18fe-9fbe-4303-bfda-c5b0d5d9daad;UPB265(265X1200);HQ265*10-25*250-15*510;C45/55;S355J2 NM;12;1818;90;80;1200;1200;510;1200;80;265;265;265;280;7879.98;12362.99;{52436.906325, 269835.707568, 45720}|{52436.906325, 277715.687568, 45720};{40846.903654, 277890.695284, 45720}|{53209.892967, 277890.689643, 45720};{51836.906325, 277675.689976, 45587.5};{53036.906325, 277675.689976, 45587.5}
0770fc76-5318-4bca-9525-9f37ad397f1d;2bc39068-3eb7-47b5-a306-e8d78be48263;UPB265(265X1200);UPB265(265X1200);C45/55;C45/55;12;12;0;7879.98;7879.98;1200;775.1;0;0;265;265;265;265;7879.98;7879.98;{50514.996325, 269835.707568, 45720}|{50514.996325, 277715.687568, 45720};{49314.996325, 269835.707568, 45720}|{49314.996325, 277715.687568, 45720};{49914.996325, 269835.710137, 45587.5};{49914.996325, 277715.691502, 45587.5}
2bc39068-3eb7-47b5-a306-e8d78be48263;863a3142-1f9e-4ad7-a64b-22c0ffd982a1;UPB265(265X1200);HQ265*10-25*250-15*510;C45/55;S355J2 NM;12;1818;90;80;775.1;775.1;510;775.1;80;265;265;265;280;7879.98;12363.01;{49314.996325, 269835.707568, 45720}|{49314.996325, 277715.687568, 45720};{40846.899839, 269660.714815, 45720}|{53209.91115, 269660.709174, 45720};{49139.899131, 269875.710882, 45587.5};{49914.996325, 269875.710882, 45587.5}
2bc39068-3eb7-47b5-a306-e8d78be48263;b83d18fe-9fbe-4303-bfda-c5b0d5d9daad;UPB265(265X1200);HQ265*10-25*250-15*510;C45/55;S355J2 NM;12;1818;90;80;775.1;775.1;510;775.1;80;265;265;265;280;7879.98;12362.99;{49314.996325, 269835.707568, 45720}|{49314.996325, 277715.687568, 45720};{40846.903654, 277890.695284, 45720}|{53209.892967, 277890.689643, 45720};{49139.899131, 277675.691303, 45587.5};{49914.996325, 277675.691303, 45587.5}
0770fc76-5318-4bca-9525-9f37ad397f1d;8cbbe28e-9fd9-423e-8074-a850e2a7068d;UPB265(265X1200);UPB265(265X1200);C45/55;C45/55;12;12;0;7879.98;7879.98;1200;681.91;-40;-40;265;265;265;265;7879.98;7879.98;{50514.996325, 269835.707568, 45720}|{50514.996325, 277715.687568, 45720};{51236.906325, 269835.707568, 45720}|{51236.906325, 277715.687568, 45720};{51134.997728, 269835.709808, 45587.5};{51134.997728, 277715.691149, 45587.5}
0770fc76-5318-4bca-9525-9f37ad397f1d;863a3142-1f9e-4ad7-a64b-22c0ffd982a1;UPB265(265X1200);HQ265*10-25*250-15*510;C45/55;S355J2 NM;12;1818;90;80;1200;1200;510;1200;80;265;265;265;280;7879.98;12363.01;{50514.996325, 269835.707568, 45720}|{50514.996325, 277715.687568, 45720};{40846.899839, 269660.714815, 45720}|{53209.91115, 269660.709174, 45720};{49914.996325, 269875.710431, 45587.5};{51114.996325, 269875.710431, 45587.5}
0770fc76-5318-4bca-9525-9f37ad397f1d;b83d18fe-9fbe-4303-bfda-c5b0d5d9daad;UPB265(265X1200);HQ265*10-25*250-15*510;C45/55;S355J2 NM;12;1818;90;80;1200;1200;510;1200;80;265;265;265;280;7879.98;12362.99;{50514.996325, 269835.707568, 45720}|{50514.996325, 277715.687568, 45720};{40846.903654, 277890.695284, 45720}|{53209.892967, 277890.689643, 45720};{49914.996325, 277675.690852, 45587.5};{51114.996325, 277675.690852, 45587.5}
8cbbe28e-9fd9-423e-8074-a850e2a7068d;b83d18fe-9fbe-4303-bfda-c5b0d5d9daad;UPB265(265X1200);HQ265*10-25*250-15*510;C45/55;S355J2 NM;12;1818;90;80;681.91;681.91;510;681.91;80;265;265;265;280;7879.98;12362.99;{51236.906325, 269835.707568, 45720}|{51236.906325, 277715.687568, 45720};{40846.903654, 277890.695284, 45720}|{53209.892967, 277890.689643, 45720};{51154.999131, 277675.690405, 45587.5};{51836.906325, 277675.690405, 45587.5}
9ec6ab05-cdec-41a5-ba7b-6fe63210c25e;b83d18fe-9fbe-4303-bfda-c5b0d5d9daad;UPB265(265X1200);HQ265*10-25*250-15*510;C45/55;S355J2 NM;12;1818;90;80.01;1200;1200;510;1200;80;265;265;265;280;7879.98;12362.99;{41457.026325, 269835.707568, 45720}|{41457.026325, 277715.687568, 45720};{40846.903654, 277890.695284, 45720}|{53209.892967, 277890.689643, 45720};{40857.026325, 277675.694934, 45587.5};{42057.026325, 277675.694934, 45587.5}
b83d18fe-9fbe-4303-bfda-c5b0d5d9daad;c9358b4e-f941-4b0d-ab51-348dbdb2ef85;HQ265*10-25*250-15*510;UPB265(265X1200);S355J2 NM;C45/55;1818;12;90;1002.87;80.01;510;1002.87;80;1002.87;265;265;280;265;12362.99;7879.98;{40846.903654, 277890.695284, 45720}|{53209.892967, 277890.689643, 45720};{42499.896325, 269835.707568, 45720}|{42499.896325, 277715.687568, 45720};{42097.029131, 277675.694462, 45587.5};{43099.896325, 277675.694462, 45587.5}
b4f71eda-0b61-480f-b683-6d3c54d63141;b83d18fe-9fbe-4303-bfda-c5b0d5d9daad;UPB265(265X1200);HQ265*10-25*250-15*510;C45/55;S355J2 NM;12;1818;90;80;1200;1200;510;1200;80;265;265;265;280;7879.98;12362.99;{46099.896325, 269835.707568, 45720}|{46099.896325, 277715.687568, 45720};{40846.903654, 277890.695284, 45720}|{53209.892967, 277890.689643, 45720};{45499.896325, 277675.692866, 45587.5};{46699.896325, 277675.692866, 45587.5}
4b9729fb-37b6-43ec-a5bb-aa1207d71dbf;b83d18fe-9fbe-4303-bfda-c5b0d5d9daad;UPB265(265X1200);HQ265*10-25*250-15*510;C45/55;S355J2 NM;12;1818;90;80;1200;1200;510;1200;80;265;265;265;280;7879.98;12362.99;{43699.896325, 269835.707568, 45720}|{43699.896325, 277715.687568, 45720};{40846.903654, 277890.695284, 45720}|{53209.892967, 277890.689643, 45720};{43099.896325, 277675.69396, 45587.5};{44299.896325, 277675.69396, 45587.5}
2861146a-5f3e-4716-9490-8ae44d44d04d;b83d18fe-9fbe-4303-bfda-c5b0d5d9daad;UPB265(265X1200);HQ265*10-25*250-15*510;C45/55;S355J2 NM;12;1818;90;80;1200;1200;510;1200;80;265;265;265;280;7879.98;12362.99;{44899.896325, 269835.707568, 45720}|{44899.896325, 277715.687568, 45720};{40846.903654, 277890.695284, 45720}|{53209.892967, 277890.689643, 45720};{44299.896325, 277675.693413, 45587.5};{45499.896325, 277675.693413, 45587.5}
a8ebb82c-b350-4c01-8f7e-d1eb02fb68f4;b83d18fe-9fbe-4303-bfda-c5b0d5d9daad;UPB265(265X1200);HQ265*10-25*250-15*510;C45/55;S355J2 NM;12;1818;90;80;1200;1200;510;1200;80;265;265;265;280;7879.98;12362.99;{47299.896325, 269835.707568, 45720}|{47299.896325, 277715.687568, 45720};{40846.903654, 277890.695284, 45720}|{53209.892967, 277890.689643, 45720};{46699.896325, 277675.692318, 45587.5};{47899.896325, 277675.692318, 45587.5}
7d9fc947-6341-419e-8092-f5711319ffd2;b83d18fe-9fbe-4303-bfda-c5b0d5d9daad;UPB265(265X1200);HQ265*10-25*250-15*510;C45/55;S355J2 NM;12;1818;90;80;1200;1200;510;1200;80;265;265;265;280;4875;12362.99;{46099.899131, 278065.691943, 45720}|{46099.899131, 282935.691943, 45720};{40846.903654, 277890.695284, 45720}|{53209.892967, 277890.689643, 45720};{45499.899131, 278105.692911, 45587.5};{46699.899131, 278105.692911, 45587.5}
b6a43523-3ed9-4523-bcaf-fa5e75e6ed4d;b83d18fe-9fbe-4303-bfda-c5b0d5d9daad;UPB265(265X1200);HQ265*10-25*250-15*510;C45/55;S355J2 NM;12;1818;90;80;1200;1200;510;1200;80;265;265;265;280;4875;12362.99;{41457.029131, 278065.691943, 45720}|{41457.029131, 282935.691943, 45720};{40846.903654, 277890.695284, 45720}|{53209.892967, 277890.689643, 45720};{40857.029131, 278105.695028, 45587.5};{42057.029131, 278105.695028, 45587.5}
05ee3e90-ad04-40da-b1df-c041b7f25635;b83d18fe-9fbe-4303-bfda-c5b0d5d9daad;UPB265(265X1200);HQ265*10-25*250-15*510;C45/55;S355J2 NM;12;1818;90;80;1200;1200;510;1200;80;265;265;265;280;4875;12362.99;{43699.899131, 278065.691943, 45720}|{43699.899131, 282935.691943, 45720};{40846.903654, 277890.695284, 45720}|{53209.892967, 277890.689643, 45720};{43099.899131, 278105.694006, 45587.5};{44299.899131, 278105.694006, 45587.5}
6c35306b-8c54-47c7-8e5d-a89d9056b868;b83d18fe-9fbe-4303-bfda-c5b0d5d9daad;UPB265(265X1200);HQ265*10-25*250-15*510;C45/55;S355J2 NM;12;1818;90;80;1002.87;1002.87;510;1002.87;80;265;265;265;280;4875;12362.99;{42499.899131, 278065.691943, 45720}|{42499.899131, 282935.691943, 45720};{40846.903654, 277890.695284, 45720}|{53209.892967, 277890.689643, 45720};{42097.029131, 278105.694508, 45587.5};{43099.899131, 278105.694508, 45587.5}
85284fff-89e7-43b4-ab01-636ad0f183b4;b83d18fe-9fbe-4303-bfda-c5b0d5d9daad;UPB265(265X1200);HQ265*10-25*250-15*510;C45/55;S355J2 NM;12;1818;90;80;1200;1200;510;1200;80;265;265;265;280;4875;12362.99;{44899.899131, 278065.691943, 45720}|{44899.899131, 282935.691943, 45720};{40846.903654, 277890.695284, 45720}|{53209.892967, 277890.689643, 45720};{44299.899131, 278105.693458, 45587.5};{45499.899131, 278105.693458, 45587.5}
863a3142-1f9e-4ad7-a64b-22c0ffd982a1;8cbbe28e-9fd9-423e-8074-a850e2a7068d;HQ265*10-25*250-15*510;UPB265(265X1200);S355J2 NM;C45/55;1818;12;90;681.91;80.01;510;681.91;80;681.91;265;265;280;265;12363.01;7879.98;{40846.899839, 269660.714815, 45720}|{53209.91115, 269660.709174, 45720};{51236.906325, 269835.707568, 45720}|{51236.906325, 277715.687568, 45720};{51154.999131, 269875.709984, 45587.5};{51836.906325, 269875.709984, 45587.5}
a8ebb82c-b350-4c01-8f7e-d1eb02fb68f4;b4f71eda-0b61-480f-b683-6d3c54d63141;UPB265(265X1200);UPB265(265X1200);C45/55;C45/55;12;12;0;7879.98;7879.98;1200;1200;0;0;265;265;265;265;7879.98;7879.98;{47299.896325, 269835.707568, 45720}|{47299.896325, 277715.687568, 45720};{46099.896325, 269835.707568, 45720}|{46099.896325, 277715.687568, 45720};{46699.896325, 269835.711603, 45587.5};{46699.896325, 277715.693162, 45587.5}
863a3142-1f9e-4ad7-a64b-22c0ffd982a1;a8ebb82c-b350-4c01-8f7e-d1eb02fb68f4;HQ265*10-25*250-15*510;UPB265(265X1200);S355J2 NM;C45/55;1818;12;90;1200;80;510;1200;80;1200;265;265;280;265;12363.01;7879.98;{40846.899839, 269660.714815, 45720}|{53209.91115, 269660.709174, 45720};{47299.896325, 269835.707568, 45720}|{47299.896325, 277715.687568, 45720};{46699.896325, 269875.711898, 45587.5};{47899.896325, 269875.711898, 45587.5}
7d9fc947-6341-419e-8092-f5711319ffd2;85284fff-89e7-43b4-ab01-636ad0f183b4;UPB265(265X1200);UPB265(265X1200);C45/55;C45/55;12;12;0;4875;4875;1200;1200;0;0;265;265;265;265;4875;4875;{46099.899131, 278065.691943, 45720}|{46099.899131, 282935.691943, 45720};{44899.899131, 278065.691943, 45720}|{44899.899131, 282935.691943, 45720};{45499.899131, 278065.692615, 45587.5};{45499.899131, 282940.690417, 45587.5}
6c35306b-8c54-47c7-8e5d-a89d9056b868;b6a43523-3ed9-4523-bcaf-fa5e75e6ed4d;UPB265(265X1200);UPB265(265X1200);C45/55;C45/55;12;12;0;4875;4875;1002.87;1200;-40;-40;265;265;265;265;4875;4875;{42499.899131, 278065.691943, 45720}|{42499.899131, 282935.691943, 45720};{41457.029131, 278065.691943, 45720}|{41457.029131, 282935.691943, 45720};{42077.029131, 278065.694256, 45587.5};{42077.029131, 282940.690417, 45587.5}
05ee3e90-ad04-40da-b1df-c041b7f25635;6c35306b-8c54-47c7-8e5d-a89d9056b868;UPB265(265X1200);UPB265(265X1200);C45/55;C45/55;12;12;0;4875;4875;1200;1002.87;0;0;265;265;265;265;4875;4875;{43699.899131, 278065.691943, 45720}|{43699.899131, 282935.691943, 45720};{42499.899131, 278065.691943, 45720}|{42499.899131, 282935.691943, 45720};{43099.899131, 278065.693709, 45587.5};{43099.899131, 282940.690417, 45587.5}
05ee3e90-ad04-40da-b1df-c041b7f25635;85284fff-89e7-43b4-ab01-636ad0f183b4;UPB265(265X1200);UPB265(265X1200);C45/55;C45/55;12;12;0;4875;4875;1200;1200;0;0;265;265;265;265;4875;4875;{43699.899131, 278065.691943, 45720}|{43699.899131, 282935.691943, 45720};{44899.899131, 278065.691943, 45720}|{44899.899131, 282935.691943, 45720};{44299.899131, 278065.693162, 45587.5};{44299.899131, 282940.690417, 45587.5}
9ec6ab05-cdec-41a5-ba7b-6fe63210c25e;c9358b4e-f941-4b0d-ab51-348dbdb2ef85;UPB265(265X1200);UPB265(265X1200);C45/55;C45/55;12;12;0;7879.98;7879.98;1200;1002.87;-40;-40;265;265;265;265;7879.98;7879.98;{41457.026325, 269835.707568, 45720}|{41457.026325, 277715.687568, 45720};{42499.896325, 269835.707568, 45720}|{42499.896325, 277715.687568, 45720};{42077.027728, 269835.713792, 45587.5};{42077.027728, 277715.695183, 45587.5}
863a3142-1f9e-4ad7-a64b-22c0ffd982a1;9ec6ab05-cdec-41a5-ba7b-6fe63210c25e;HQ265*10-25*250-15*510;UPB265(265X1200);S355J2 NM;C45/55;1818;12;90;1200;80;510;1200;80;1200;265;265;280;265;12363.01;7879.98;{40846.899839, 269660.714815, 45720}|{53209.91115, 269660.709174, 45720};{41457.026325, 269835.707568, 45720}|{41457.026325, 277715.687568, 45720};{40857.026325, 269875.714562, 45587.5};{42057.026325, 269875.714562, 45587.5}
4b9729fb-37b6-43ec-a5bb-aa1207d71dbf;c9358b4e-f941-4b0d-ab51-348dbdb2ef85;UPB265(265X1200);UPB265(265X1200);C45/55;C45/55;12;12;0;7879.98;7879.98;1200;1002.87;0;0;265;265;265;265;7879.98;7879.98;{43699.896325, 269835.707568, 45720}|{43699.896325, 277715.687568, 45720};{42499.896325, 269835.707568, 45720}|{42499.896325, 277715.687568, 45720};{43099.896325, 269835.713245, 45587.5};{43099.896325, 277715.694714, 45587.5}
863a3142-1f9e-4ad7-a64b-22c0ffd982a1;c9358b4e-f941-4b0d-ab51-348dbdb2ef85;HQ265*10-25*250-15*510;UPB265(265X1200);S355J2 NM;C45/55;1818;12;90;1002.87;80;510;1002.87;80;1002.87;265;265;280;265;12363.01;7879.98;{40846.899839, 269660.714815, 45720}|{53209.91115, 269660.709174, 45720};{42499.896325, 269835.707568, 45720}|{42499.896325, 277715.687568, 45720};{42097.029131, 269875.714041, 45587.5};{43099.896325, 269875.714041, 45587.5}
2861146a-5f3e-4716-9490-8ae44d44d04d;b4f71eda-0b61-480f-b683-6d3c54d63141;UPB265(265X1200);UPB265(265X1200);C45/55;C45/55;12;12;0;7879.98;7879.98;1200;1200;0;0;265;265;265;265;7879.98;7879.98;{44899.896325, 269835.707568, 45720}|{44899.896325, 277715.687568, 45720};{46099.896325, 269835.707568, 45720}|{46099.896325, 277715.687568, 45720};{45499.896325, 269835.712151, 45587.5};{45499.896325, 277715.693709, 45587.5}
863a3142-1f9e-4ad7-a64b-22c0ffd982a1;b4f71eda-0b61-480f-b683-6d3c54d63141;HQ265*10-25*250-15*510;UPB265(265X1200);S355J2 NM;C45/55;1818;12;90;1200;80;510;1200;80;1200;265;265;280;265;12363.01;7879.98;{40846.899839, 269660.714815, 45720}|{53209.91115, 269660.709174, 45720};{46099.896325, 269835.707568, 45720}|{46099.896325, 277715.687568, 45720};{45499.896325, 269875.712445, 45587.5};{46699.896325, 269875.712445, 45587.5}
2861146a-5f3e-4716-9490-8ae44d44d04d;4b9729fb-37b6-43ec-a5bb-aa1207d71dbf;UPB265(265X1200);UPB265(265X1200);C45/55;C45/55;12;12;0;7879.98;7879.98;1200;1200;0;0;265;265;265;265;7879.98;7879.98;{44899.896325, 269835.707568, 45720}|{44899.896325, 277715.687568, 45720};{43699.896325, 269835.707568, 45720}|{43699.896325, 277715.687568, 45720};{44299.896325, 269835.712698, 45587.5};{44299.896325, 277715.694256, 45587.5}
4b9729fb-37b6-43ec-a5bb-aa1207d71dbf;863a3142-1f9e-4ad7-a64b-22c0ffd982a1;UPB265(265X1200);HQ265*10-25*250-15*510;C45/55;S355J2 NM;12;1818;90;80;1200;1200;510;1200;80;265;265;265;280;7879.98;12363.01;{43699.896325, 269835.707568, 45720}|{43699.896325, 277715.687568, 45720};{40846.899839, 269660.714815, 45720}|{53209.91115, 269660.709174, 45720};{43099.896325, 269875.713539, 45587.5};{44299.896325, 269875.713539, 45587.5}
2861146a-5f3e-4716-9490-8ae44d44d04d;863a3142-1f9e-4ad7-a64b-22c0ffd982a1;UPB265(265X1200);HQ265*10-25*250-15*510;C45/55;S355J2 NM;12;1818;90;80;1200;1200;510;1200;80;265;265;265;280;7879.98;12363.01;{44899.896325, 269835.707568, 45720}|{44899.896325, 277715.687568, 45720};{40846.899839, 269660.714815, 45720}|{53209.91115, 269660.709174, 45720};{44299.896325, 269875.712992, 45587.5};{45499.896325, 269875.712992, 45587.5}
37004b3a-d97e-47f0-a81d-dcd46e56df7d;863a3142-1f9e-4ad7-a64b-22c0ffd982a1;UPB265(265X1200);HQ265*10-25*250-15*510;C45/55;S355J2 NM;12;1818;90;80;885.11;885.11;510;885.11;80;265;265;265;280;7677;12363.01;{49699.890397, 261808.707349, 45720}|{49699.890397, 269485.707558, 45720};{40846.899839, 269660.714815, 45720}|{53209.91115, 269660.709174, 45720};{49099.890397, 269445.710829, 45587.5};{49985.000397, 269445.710829, 45587.5}
0c14b84e-7e79-4d45-b732-c4a2b0ed9441;37004b3a-d97e-47f0-a81d-dcd46e56df7d;UPB265(265X1200);UPB265(265X1200);C45/55;C45/55;12;12;0;7677;7677;1200;885.11;0;0;265;265;265;265;7677;7677;{48499.890397, 261808.707349, 45720}|{48499.890397, 269485.707558, 45720};{49699.890397, 261808.707349, 45720}|{49699.890397, 269485.707558, 45720};{49099.890397, 261808.709911, 45587.5};{49099.890397, 269485.711603, 45587.5}
37004b3a-d97e-47f0-a81d-dcd46e56df7d;c28d5b89-e835-48ab-917d-dc57c7f55459;UPB265(265X1200);UPB265(265X1200);C45/55;C45/55;12;12;0;7677;7677;885.11;1200;-80;-80;265;265;265;265;7677;7677;{49699.890397, 261808.707349, 45720}|{49699.890397, 269485.707558, 45720};{50665.000397, 261808.707349, 45720}|{50665.000397, 269485.707558, 45720};{50025.000397, 261808.709228, 45587.5};{50025.000397, 269485.711056, 45587.5}
37004b3a-d97e-47f0-a81d-dcd46e56df7d;57c04f9c-23a3-4e91-bbb4-603ebb8f756e;UPB265(265X1200);HQ265*8-25*200-20*456;C45/55;S355J2 NM;12;1818;90;80;885.11;885.11;456;885.11;80;265;265;265;285;7677;12383.01;{49699.890397, 261808.707349, 45720}|{49699.890397, 269485.707558, 45720};{40826.899839, 261660.714812, 45720}|{53209.906409, 261660.708181, 45720};{49099.890397, 261848.710175, 45587.5};{49985.000397, 261848.710175, 45587.5}
0c14b84e-7e79-4d45-b732-c4a2b0ed9441;863a3142-1f9e-4ad7-a64b-22c0ffd982a1;UPB265(265X1200);HQ265*10-25*250-15*510;C45/55;S355J2 NM;12;1818;90;80;1200;1200;510;1200;80;265;265;265;280;7677;12363.01;{48499.890397, 261808.707349, 45720}|{48499.890397, 269485.707558, 45720};{40846.899839, 269660.714815, 45720}|{53209.91115, 269660.709174, 45720};{47899.890397, 269445.711305, 45587.5};{49099.890397, 269445.711305, 45587.5}
0c14b84e-7e79-4d45-b732-c4a2b0ed9441;1e15fde8-fe3d-4a84-80cf-603576cb532c;UPB265(265X1200);UPB265(265X1200);C45/55;C45/55;12;12;0;7677;7677;1200;1200;0;0;265;265;265;265;7677;7677;{48499.890397, 261808.707349, 45720}|{48499.890397, 269485.707558, 45720};{47299.890397, 261808.707349, 45720}|{47299.890397, 269485.707558, 45720};{47899.890397, 261808.710386, 45587.5};{47899.890397, 269485.712151, 45587.5}
0c14b84e-7e79-4d45-b732-c4a2b0ed9441;57c04f9c-23a3-4e91-bbb4-603ebb8f756e;UPB265(265X1200);HQ265*8-25*200-20*456;C45/55;S355J2 NM;12;1818;90;80;1200;1200;456;1200;80;265;265;265;285;7677;12383.01;{48499.890397, 261808.707349, 45720}|{48499.890397, 269485.707558, 45720};{40826.899839, 261660.714812, 45720}|{53209.906409, 261660.708181, 45720};{47899.890397, 261848.710734, 45587.5};{49099.890397, 261848.710734, 45587.5}
863a3142-1f9e-4ad7-a64b-22c0ffd982a1;c28d5b89-e835-48ab-917d-dc57c7f55459;HQ265*10-25*250-15*510;UPB265(265X1200);S355J2 NM;C45/55;1818;12;90;1200;80;510;1200;80;1200;265;265;280;265;12363.01;7677;{40846.899839, 269660.714815, 45720}|{53209.91115, 269660.709174, 45720};{50665.000397, 261808.707349, 45720}|{50665.000397, 269485.707558, 45720};{50065.000397, 269445.710317, 45587.5};{51265.000397, 269445.710317, 45587.5}
2a17a461-ed5f-4131-aa82-e01948a5d36a;c28d5b89-e835-48ab-917d-dc57c7f55459;UPB265(265X1200);UPB265(265X1200);C45/55;C45/55;12;12;0;7677;7677;1200;1200;0;0;265;265;265;265;7677;7677;{51265.000397, 261808.707349, 45720}|{51265.000397, 269485.707558, 45720};{50665.000397, 261808.707349, 45720}|{50665.000397, 269485.707558, 45720};{51265.000397, 261808.709228, 45587.5};{51265.000397, 269485.710616, 45587.5}
57c04f9c-23a3-4e91-bbb4-603ebb8f756e;c28d5b89-e835-48ab-917d-dc57c7f55459;HQ265*8-25*200-20*456;UPB265(265X1200);S355J2 NM;C45/55;1818;12;90;1200;80.01;456;1200;80;1200;265;265;285;265;12383.01;7677;{40826.899839, 261660.714812, 45720}|{53209.906409, 261660.708181, 45720};{50665.000397, 261808.707349, 45720}|{50665.000397, 269485.707558, 45720};{50065.000397, 261848.709576, 45587.5};{51265.000397, 261848.709576, 45587.5}
1e15fde8-fe3d-4a84-80cf-603576cb532c;863a3142-1f9e-4ad7-a64b-22c0ffd982a1;UPB265(265X1200);HQ265*10-25*250-15*510;C45/55;S355J2 NM;12;1818;90;80;1200;1200;510;1200;80;265;265;265;280;7677;12363.01;{47299.890397, 261808.707349, 45720}|{47299.890397, 269485.707558, 45720};{40846.899839, 269660.714815, 45720}|{53209.91115, 269660.709174, 45720};{46699.890397, 269445.711852, 45587.5};{47899.890397, 269445.711852, 45587.5}
0a53c3e0-0818-440c-87ae-7bc15145a4ca;1e15fde8-fe3d-4a84-80cf-603576cb532c;UPB265(265X1200);UPB265(265X1200);C45/55;C45/55;12;12;0;7677;7677;1200;1200;0;0;265;265;265;265;7677;7677;{46099.890397, 261808.707349, 45720}|{46099.890397, 269485.707558, 45720};{47299.890397, 261808.707349, 45720}|{47299.890397, 269485.707558, 45720};{46699.890397, 261808.71103, 45587.5};{46699.890397, 269485.712698, 45587.5}
1e15fde8-fe3d-4a84-80cf-603576cb532c;57c04f9c-23a3-4e91-bbb4-603ebb8f756e;UPB265(265X1200);HQ265*8-25*200-20*456;C45/55;S355J2 NM;12;1818;90;80;1200;1200;456;1200;80;265;265;265;285;7677;12383.01;{47299.890397, 261808.707349, 45720}|{47299.890397, 269485.707558, 45720};{40826.899839, 261660.714812, 45720}|{53209.906409, 261660.708181, 45720};{46699.890397, 261848.711377, 45587.5};{47899.890397, 261848.711377, 45587.5}
0a53c3e0-0818-440c-87ae-7bc15145a4ca;863a3142-1f9e-4ad7-a64b-22c0ffd982a1;UPB265(265X1200);HQ265*10-25*250-15*510;C45/55;S355J2 NM;12;1818;90;80;1200;1200;510;1200;80;265;265;265;280;7677;12363.01;{46099.890397, 261808.707349, 45720}|{46099.890397, 269485.707558, 45720};{40846.899839, 269660.714815, 45720}|{53209.91115, 269660.709174, 45720};{45499.890397, 269445.712399, 45587.5};{46699.890397, 269445.712399, 45587.5}
2a17a461-ed5f-4131-aa82-e01948a5d36a;863a3142-1f9e-4ad7-a64b-22c0ffd982a1;UPB265(265X1200);HQ265*10-25*250-15*510;C45/55;S355J2 NM;12;1818;90;80;1200;1200;510;1200;80;265;265;265;280;7677;12363.01;{51265.000397, 261808.707349, 45720}|{51265.000397, 269485.707558, 45720};{40846.899839, 269660.714815, 45720}|{53209.91115, 269660.709174, 45720};{51265.000397, 269445.70977, 45587.5};{52465.000397, 269445.70977, 45587.5}
863a3142-1f9e-4ad7-a64b-22c0ffd982a1;a3eed31c-84d2-4bda-909f-99c4f4818da2;HQ265*10-25*250-15*510;UPB265(265X1200);S355J2 NM;C45/55;1818;12;90;1200;80.01;510;1200;80;1200;265;265;280;265;12363.01;7677;{40846.899839, 269660.714815, 45720}|{53209.91115, 269660.709174, 45720};{41457.023928, 261808.707349, 45720}|{41457.023928, 269485.707349, 45720};{40857.023928, 269445.714483, 45587.5};{42057.023928, 269445.714483, 45587.5}
863a3142-1f9e-4ad7-a64b-22c0ffd982a1;ecbf8cf5-9665-4d7e-8022-f521fd8db6e2;HQ265*10-25*250-15*510;UPB265(265X1200);S355J2 NM;C45/55;1818;12;90;1002.87;80.01;510;1002.86;80;1002.86;265;265;280;265;12363.01;7677;{40846.899839, 269660.714815, 45720}|{53209.91115, 269660.709174, 45720};{42499.893928, 261808.707349, 45720}|{42499.893928, 269485.707349, 45720};{42097.029131, 269445.713996, 45587.5};{43099.893928, 269445.713996, 45587.5}
863a3142-1f9e-4ad7-a64b-22c0ffd982a1;e497aa2c-d762-4559-8893-1c85f9a9d1f2;HQ265*10-25*250-15*510;UPB265(265X1200);S355J2 NM;C45/55;1818;12;90;1200;80;510;1200;80;1200;265;265;280;265;12363.01;7677;{40846.899839, 269660.714815, 45720}|{53209.91115, 269660.709174, 45720};{43699.893928, 261808.707349, 45720}|{43699.893928, 269485.707349, 45720};{43099.893928, 269445.713494, 45587.5};{44299.893928, 269445.713494, 45587.5}
