GUID1;GUID2;PROFILE1;PROFILE2;MATERIAL1;MATERIAL2;CLASS1;CLASS2;ANGLE;PLANE1_X_OVERLAP;PLANE2_X_OVERLAP;PART1_WDITH;PART2_WDITH;PLANE1_Y_OVERLAP;PLANE2_Y_OVERLAP;PLANE1_Z_OVERLAP;PLANE2_Z_OVERLAP;PART1_HEIGHT;PART2_HEIGHT;PART1_LENGTH;PART2_LENGTH;PART1_POINTS;PART2_POINTS;CONNECTION_FIRST_POINT;CONNECTION_SECOND_POINT
08815ec9-c04a-45ff-b8ca-836323ff4d10;54750218-e10a-4696-8c05-c6d3590da791;HQ320*8-30*200-20*496;HQ320*8-12*200-15*496;S355J2 NM;S355J2 NM;1818;1818;0;-10;-10;496;496;495.99;496;335;335;340;335;14069.51;14990;{82454.895102, 277890.671652, 45690}|{96524.403014, 277890.667629, 45690};{67454.898198, 277890.682575, 45690}|{82444.898198, 277890.677115, 45690};{82449.896734, 278138.671654, 45522.5};{82449.896592, 277642.67711, 45522.5}
54750218-e10a-4696-8c05-c6d3590da791;cb6f1d3b-fd37-4b56-969d-644ccca77aa1;HQ320*8-12*200-15*496;HQ320*8-30*200-20*496;S355J2 NM;S355J2 NM;1818;1818;0;-10;-10;496;496;496;496;335;335;335;340;14990;14230;{67454.898198, 277890.682575, 45690}|{82444.898198, 277890.677115, 45690};{53214.902967, 277890.689643, 45690}|{67444.898198, 277890.682576, 45690};{67449.898298, 278138.682579, 45522.5};{67449.898051, 277642.682564, 45522.5}
80b16d27-ca89-4038-a510-dbbd4a3ef5b8;fe4d906b-c08c-4f8a-b6b2-93924d9d5601;HQ320*8-30*200-20*496;HQ320*8-12*200-15*496;S355J2 NM;S355J2 NM;1818;1818;0;-10.01;-10.01;496;496;496;496;335;335;340;335;14224.98;14990;{53219.91115, 269660.709174, 45690}|{67444.887994, 269660.702107, 45690};{67454.898198, 269660.702575, 45690}|{82444.898198, 269660.707115, 45690};{67449.89308, 269908.702102, 45522.5};{67449.892833, 269412.702498, 45522.5}
191ae843-5124-4bc7-98e6-c3510310d1ad;ccd56725-29e6-4411-9e41-1fce44d16a6c;UPB265(265X1200);UPB265(265X1200);C45/55;C45/55;12;12;0;-19.99;-19.99;1200;1200;1200;1200;265;265;265;265;4131.98;3361.56;{80845.897017, 257405.714103, 45720}|{80845.897017, 261537.713038, 45720};{80845.898038, 254024.16324, 45720}|{80845.898037, 257385.723239, 45720};{80245.898038, 257395.718671, 45587.5};{81445.897017, 257395.718671, 45587.5}
73943635-d404-4119-80b6-69510d6e5534;ccd56725-29e6-4411-9e41-1fce44d16a6c;HQ265*6-10*150-10*297-15;UPB265(265X1200);S355J2 NM;C45/55;1818;12;90;1200;80;297;1200;80;1200;265;265;275;265;5150;3361.56;{77124.898808, 253903.16799, 45720}|{82274.898808, 253903.16799, 45720};{80845.898038, 254024.16324, 45720}|{80845.898037, 257385.723239, 45720};{80245.898038, 254064.16799, 45587.5};{81445.898038, 254064.16799, 45587.5}
763ae889-1023-41c1-9b1f-76468ce723bf;ccd56725-29e6-4411-9e41-1fce44d16a6c;UPB265(265X1200);UPB265(265X1200);C45/55;C45/55;12;12;0;3361.56;3361.56;660;1200;-40;-40;265;265;265;265;3361.56;3361.56;{80145.898038, 254024.16324, 45720}|{80145.898037, 257385.723239, 45720};{80845.898038, 254024.16324, 45720}|{80845.898037, 257385.723239, 45720};{80225.898038, 254024.16799, 45587.5};{80225.898038, 257385.723239, 45587.5}
ccd56725-29e6-4411-9e41-1fce44d16a6c;f7e4c48c-e625-46e4-92fd-37befdc4ae06;UPB265(265X1200);UPB265(265X1200);C45/55;C45/55;12;12;0;3361.56;3361.56;1200;1200;0;0;265;265;265;265;3361.56;3361.56;{80845.898038, 254024.16324, 45720}|{80845.898037, 257385.723239, 45720};{82045.898038, 254024.16324, 45720}|{82045.898037, 257385.723239, 45720};{81445.898038, 254024.16799, 45587.5};{81445.898038, 257385.723239, 45587.5}
191ae843-5124-4bc7-98e6-c3510310d1ad;f8e05e87-4710-4587-9acf-87aecb4ec327;UPB265(265X1200);HQ320*8-15*150-15*446;C45/55;S355J2 NM;12;1818;90;100;1200;1200;446;1200;100;235;235;265;335;4131.98;14990;{80845.897017, 257405.714103, 45720}|{80845.897017, 261537.713038, 45720};{67454.89939, 261660.702106, 45690}|{82444.89939, 261660.69739, 45690};{80245.897017, 261487.697878, 45572.5};{81445.897017, 261487.697878, 45572.5}
191ae843-5124-4bc7-98e6-c3510310d1ad;2609b030-867a-4984-b3d1-f2b3b014ded3;UPB265(265X1200);UPB265(265X1200);C45/55;C45/55;12;12;0;4131.98;4131.98;1200;660;-40;-40;265;265;265;265;4131.98;4131.98;{80845.897017, 257405.714103, 45720}|{80845.897017, 261537.713038, 45720};{79545.897017, 257405.714103, 45720}|{79545.897017, 261537.713038, 45720};{80225.897017, 257405.714103, 45587.5};{80225.897017, 261537.698308, 45587.5}
191ae843-5124-4bc7-98e6-c3510310d1ad;3f263979-48d5-4498-a750-ea25808801a2;UPB265(265X1200);UPB265(265X1200);C45/55;C45/55;12;12;0;4131.98;4131.98;1200;1200;0;0;265;265;265;265;4131.98;4131.98;{80845.897017, 257405.714103, 45720}|{80845.897017, 261537.713038, 45720};{82045.897017, 257405.714103, 45720}|{82045.897017, 261537.713038, 45720};{81445.897017, 257405.714103, 45587.5};{81445.897017, 261537.691926, 45587.5}
7a0b5473-3aed-4308-b500-bce3bb4c3a44;f8e05e87-4710-4587-9acf-87aecb4ec327;HQ320*8-20*150-15*446;HQ320*8-15*150-15*446;S355J2 NM;S355J2 NM;1818;1818;0;-10;-10;446;446;445.99;445.99;335;335;335;335;9680;14990;{82454.89939, 261660.69168, 45690}|{92134.903672, 261660.689256, 45690};{67454.89939, 261660.702106, 45690}|{82444.89939, 261660.69739, 45690};{82449.899449, 261883.691687, 45522.5};{82449.899309, 261437.697383, 45522.5}
2609b030-867a-4984-b3d1-f2b3b014ded3;f8e05e87-4710-4587-9acf-87aecb4ec327;UPB265(265X1200);HQ320*8-15*150-15*446;C45/55;S355J2 NM;12;1818;90;100;660;660;446;660;100;235;235;265;335;4131.98;14990;{79545.897017, 257405.714103, 45720}|{79545.897017, 261537.713038, 45720};{67454.89939, 261660.702106, 45690}|{82444.89939, 261660.69739, 45690};{79545.897017, 261487.698183, 45572.5};{80205.897017, 261487.698183, 45572.5}
17a69048-04b6-4ee9-afc4-a64654cbd6b9;f8e05e87-4710-4587-9acf-87aecb4ec327;UPB265(265X1200);HQ320*8-15*150-15*446;C45/55;S355J2 NM;12;1818;90;100;1200;1200;446;1200;100;235;235;265;335;4131.98;14990;{78945.897017, 257405.714103, 45720}|{78945.897017, 261537.713038, 45720};{67454.89939, 261660.702106, 45690}|{82444.89939, 261660.69739, 45690};{78345.897017, 261487.698476, 45572.5};{79545.897017, 261487.698476, 45572.5}
289050fe-5323-470f-9148-3b897bffe2a5;f8e05e87-4710-4587-9acf-87aecb4ec327;UPB265(265X1200);HQ320*8-15*150-15*446;C45/55;S355J2 NM;12;1818;90;100;1200;1200;446;1200;100;235;235;265;335;4131.99;14990;{76545.897017, 257405.714103, 45720}|{76545.897017, 261537.713038, 45720};{67454.89939, 261660.702106, 45690}|{82444.89939, 261660.69739, 45690};{75945.897017, 261487.699231, 45572.5};{77145.897017, 261487.699231, 45572.5}
9256d9cf-67c2-4bd7-847e-8b76d736a527;f8e05e87-4710-4587-9acf-87aecb4ec327;UPB265(265X1200);HQ320*8-15*150-15*446;C45/55;S355J2 NM;12;1818;90;100;1200;1200;446;1200;100;235;235;265;335;4131.98;14990;{77745.897017, 257405.714103, 45720}|{77745.897017, 261537.713038, 45720};{67454.89939, 261660.702106, 45690}|{82444.89939, 261660.69739, 45690};{77145.897017, 261487.698853, 45572.5};{78345.897017, 261487.698853, 45572.5}
6c5864e6-ddd4-4a5f-85a1-d079f7188bf4;f8e05e87-4710-4587-9acf-87aecb4ec327;UPB265(265X1200);HQ320*8-15*150-15*446;C45/55;S355J2 NM;12;1818;90;100;1200;1200;446;1200;100;235;235;265;335;4015.95;14990;{75345.897017, 257521.754103, 45720}|{75345.897017, 261537.713038, 45720};{67454.89939, 261660.702106, 45690}|{82444.89939, 261660.69739, 45690};{74745.897017, 261487.699608, 45572.5};{75945.897017, 261487.699608, 45572.5}
5f79b318-e88c-487f-842b-0906631aea21;f8e05e87-4710-4587-9acf-87aecb4ec327;UPB265(265X1200);HQ320*8-15*150-15*446;C45/55;S355J2 NM;12;1818;90;100;1200;1200;446;1200;100;235;235;265;335;4131.99;14990;{72310.887017, 257405.714103, 45720}|{72310.887017, 261537.713038, 45720};{67454.89939, 261660.702106, 45690}|{82444.89939, 261660.69739, 45690};{71710.887017, 261487.700562, 45572.5};{72910.887017, 261487.700562, 45572.5}
0f0ffff4-7bd4-4a31-88a2-d02b9ea2fdec;f8e05e87-4710-4587-9acf-87aecb4ec327;UPB265(265X1200);HQ320*8-15*150-15*446;C45/55;S355J2 NM;12;1818;90;100;1200;1200;446;1200;100;235;235;265;335;4131.99;14990;{73510.887017, 257405.713038, 45720}|{73510.887017, 261537.713038, 45720};{67454.89939, 261660.702106, 45690}|{82444.89939, 261660.69739, 45690};{72910.887017, 261487.700185, 45572.5};{74110.887017, 261487.700185, 45572.5}
11af3861-9407-4831-9af4-edc042dfa1d7;f8e05e87-4710-4587-9acf-87aecb4ec327;UPB265(265X1200);HQ320*8-15*150-15*446;C45/55;S355J2 NM;12;1818;90;100;1200;1200;446;1200;100;235;235;265;335;4131.99;14990;{70409.997017, 257405.714103, 45720}|{70409.997017, 261537.713038, 45720};{67454.89939, 261660.702106, 45690}|{82444.89939, 261660.69739, 45690};{69809.997017, 261487.70116, 45572.5};{71009.997017, 261487.70116, 45572.5}
e8c8e080-dfe6-46a3-8614-b37bc442074d;f8e05e87-4710-4587-9acf-87aecb4ec327;UPB265(265X1200);HQ320*8-15*150-15*446;C45/55;S355J2 NM;12;1818;90;100;660.89;660.89;446;660.89;100;235;235;265;335;4131.99;14990;{71609.997017, 257405.714103, 45720}|{71609.997017, 261537.713038, 45720};{67454.89939, 261660.702106, 45690}|{82444.89939, 261660.69739, 45690};{71009.997017, 261487.700868, 45572.5};{71670.888038, 261487.700868, 45572.5}
7d5a80ce-8bb3-45e9-8fc3-6b0463b60904;f8e05e87-4710-4587-9acf-87aecb4ec327;UPB265(265X1200);HQ320*8-15*150-15*446;C45/55;S355J2 NM;12;1818;90;100;595.01;595.01;446;595.01;100;235;235;265;335;4015.95;14990;{74710.887017, 257521.753038, 45720}|{74710.887017, 261537.713038, 45720};{67454.89939, 261660.702106, 45690}|{82444.89939, 261660.69739, 45690};{74110.887017, 261487.699903, 45572.5};{74705.898038, 261487.699903, 45572.5}
7eeb5c42-1dc6-4eab-a86e-661cdac16235;f8e05e87-4710-4587-9acf-87aecb4ec327;HQ320*8-20*150-15*446;HQ320*8-15*150-15*446;S355J2 NM;S355J2 NM;1818;1818;0;-10;-10;446;446;446;446;335;335;335;335;14224.99;14990;{53219.906409, 261660.708181, 45690}|{67444.89939, 261660.702106, 45690};{67454.89939, 261660.702106, 45690}|{82444.89939, 261660.69739, 45690};{67449.899467, 261883.702105, 45522.5};{67449.899276, 261437.702097, 45522.5}
ee037382-f846-4395-9af7-065f2e82c63b;f8e05e87-4710-4587-9acf-87aecb4ec327;UPB265(265X1200);HQ320*8-15*150-15*446;C45/55;S355J2 NM;12;1818;90;100;1155.1;1200;446;1155.1;100;235;235;265;335;4131.99;14990;{68009.997017, 257405.714103, 45720}|{68009.997017, 261537.713038, 45720};{67454.89939, 261660.702106, 45690}|{82444.89939, 261660.69739, 45690};{67454.899335, 261487.70231, 45572.5};{68609.997064, 261487.701947, 45572.5}
6439150f-2315-414a-b31b-f77ba2929b6c;f8e05e87-4710-4587-9acf-87aecb4ec327;UPB265(265X1200);HQ320*8-15*150-15*446;C45/55;S355J2 NM;12;1818;90;100;1200;1200;446;1200;100;235;235;265;335;4131.99;14990;{69209.997017, 257405.714103, 45720}|{69209.997017, 261537.713038, 45720};{67454.89939, 261660.702106, 45690}|{82444.89939, 261660.69739, 45690};{68609.997017, 261487.701538, 45572.5};{69809.997017, 261487.701538, 45572.5}
d8552403-d3f5-48ca-83c1-d66a5db2763e;f8e05e87-4710-4587-9acf-87aecb4ec327;UPB265(265X1200);HQ320*8-15*150-15*446;C45/55;S355J2 NM;12;1818;90;100.01;-44.9;1200;446;-44.9;100;235;235;265;335;4131.99;14990;{66809.997017, 257405.714103, 45720}|{66809.997017, 261537.713038, 45720};{67454.89939, 261660.702106, 45690}|{82444.89939, 261660.69739, 45690};{67432.448152, 261487.702361, 45455};{67432.448152, 261487.702361, 45690}
3f263979-48d5-4498-a750-ea25808801a2;f8e05e87-4710-4587-9acf-87aecb4ec327;UPB265(265X1200);HQ320*8-15*150-15*446;C45/55;S355J2 NM;12;1818;90;99.99;999;1200;446;999;99.99;235;235;265;335;4131.98;14990;{82045.897017, 257405.714103, 45720}|{82045.897017, 261537.713038, 45720};{67454.89939, 261660.702106, 45690}|{82444.89939, 261660.69739, 45690};{81445.897017, 261487.69464, 45572.5};{82444.899382, 261487.69464, 45572.5}
73943635-d404-4119-80b6-69510d6e5534;dd34c0c6-1b77-405a-951f-f1d4ad363766;HQ265*6-10*150-10*297-15;UPB265(265X1200);S355J2 NM;C45/55;1818;12;90;21;80;297;1200;80;21;265;265;275;265;5150;3361.56;{77124.898808, 253903.16799, 45720}|{82274.898808, 253903.16799, 45720};{76545.898038, 254024.16324, 45720}|{76545.898037, 257385.723239, 45720};{77135.398423, 254064.16799, 45455};{77135.398423, 254064.16799, 45720}
73943635-d404-4119-80b6-69510d6e5534;763ae889-1023-41c1-9b1f-76468ce723bf;HQ265*6-10*150-10*297-15;UPB265(265X1200);S355J2 NM;C45/55;1818;12;90;660;80;297;660;80;660;265;265;275;265;5150;3361.56;{77124.898808, 253903.16799, 45720}|{82274.898808, 253903.16799, 45720};{80145.898038, 254024.16324, 45720}|{80145.898037, 257385.723239, 45720};{79545.898038, 254064.16799, 45587.5};{80205.898038, 254064.16799, 45587.5}
73943635-d404-4119-80b6-69510d6e5534;ba694611-7355-41d4-a793-4d53f356659b;HQ265*6-10*150-10*297-15;UPB265(265X1200);S355J2 NM;C45/55;1818;12;90;1200;80;297;1200;80;1200;265;265;275;265;5150;3361.56;{77124.898808, 253903.16799, 45720}|{82274.898808, 253903.16799, 45720};{78945.898038, 254024.16324, 45720}|{78945.898037, 257385.723239, 45720};{78345.898038, 254064.16799, 45587.5};{79545.898038, 254064.16799, 45587.5}
73943635-d404-4119-80b6-69510d6e5534;c5a6b069-b684-4606-a71e-e34d41a0a7ca;HQ265*6-10*150-10*297-15;UPB265(265X1200);S355J2 NM;C45/55;1818;12;90;1200;80;297;1200;80;1200;265;265;275;265;5150;3361.56;{77124.898808, 253903.16799, 45720}|{82274.898808, 253903.16799, 45720};{77745.898038, 254024.16324, 45720}|{77745.898037, 257385.723239, 45720};{77145.898038, 254064.16799, 45587.5};{78345.898038, 254064.16799, 45587.5}
73943635-d404-4119-80b6-69510d6e5534;f7e4c48c-e625-46e4-92fd-37befdc4ae06;HQ265*6-10*150-10*297-15;UPB265(265X1200);S355J2 NM;C45/55;1818;12;90;829;80;297;1200;80;829;265;265;275;265;5150;3361.56;{77124.898808, 253903.16799, 45720}|{82274.898808, 253903.16799, 45720};{82045.898038, 254024.16324, 45720}|{82045.898037, 257385.723239, 45720};{81445.898038, 254064.16799, 45587.5};{82274.898808, 254064.16799, 45587.5}
17a69048-04b6-4ee9-afc4-a64654cbd6b9;2609b030-867a-4984-b3d1-f2b3b014ded3;UPB265(265X1200);UPB265(265X1200);C45/55;C45/55;12;12;0;4131.98;4131.98;1200;660;0;0;265;265;265;265;4131.98;4131.98;{78945.897017, 257405.714103, 45720}|{78945.897017, 261537.713038, 45720};{79545.897017, 257405.714103, 45720}|{79545.897017, 261537.713038, 45720};{79545.897017, 257405.714103, 45587.5};{79545.897017, 261537.698685, 45587.5}
2609b030-867a-4984-b3d1-f2b3b014ded3;763ae889-1023-41c1-9b1f-76468ce723bf;UPB265(265X1200);UPB265(265X1200);C45/55;C45/55;12;12;0;-19.99;-19.99;660;660;660;660;265;265;265;265;4131.98;3361.56;{79545.897017, 257405.714103, 45720}|{79545.897017, 261537.713038, 45720};{80145.898038, 254024.16324, 45720}|{80145.898037, 257385.723239, 45720};{79545.898038, 257395.718671, 45587.5};{80205.897017, 257395.718671, 45587.5}
17a69048-04b6-4ee9-afc4-a64654cbd6b9;9256d9cf-67c2-4bd7-847e-8b76d736a527;UPB265(265X1200);UPB265(265X1200);C45/55;C45/55;12;12;0;4131.98;4131.98;1200;1200;0;0;265;265;265;265;4131.98;4131.98;{78945.897017, 257405.714103, 45720}|{78945.897017, 261537.713038, 45720};{77745.897017, 257405.714103, 45720}|{77745.897017, 261537.713038, 45720};{78345.897017, 257405.714103, 45587.5};{78345.897017, 261537.699062, 45587.5}
17a69048-04b6-4ee9-afc4-a64654cbd6b9;ba694611-7355-41d4-a793-4d53f356659b;UPB265(265X1200);UPB265(265X1200);C45/55;C45/55;12;12;0;-19.99;-19.99;1200;1200;1200;1200;265;265;265;265;4131.98;3361.56;{78945.897017, 257405.714103, 45720}|{78945.897017, 261537.713038, 45720};{78945.898038, 254024.16324, 45720}|{78945.898037, 257385.723239, 45720};{78345.898038, 257395.718671, 45587.5};{79545.897017, 257395.718671, 45587.5}
289050fe-5323-470f-9148-3b897bffe2a5;9256d9cf-67c2-4bd7-847e-8b76d736a527;UPB265(265X1200);UPB265(265X1200);C45/55;C45/55;12;12;0;4131.98;4131.98;1200;1200;0;0;265;265;265;265;4131.99;4131.98;{76545.897017, 257405.714103, 45720}|{76545.897017, 261537.713038, 45720};{77745.897017, 257405.714103, 45720}|{77745.897017, 261537.713038, 45720};{77145.897017, 257405.714103, 45587.5};{77145.897017, 261537.699439, 45587.5}
289050fe-5323-470f-9148-3b897bffe2a5;6c5864e6-ddd4-4a5f-85a1-d079f7188bf4;UPB265(265X1200);UPB265(265X1200);C45/55;C45/55;12;12;0;4015.95;4015.95;1200;1200;0;0;265;265;265;265;4131.99;4015.95;{76545.897017, 257405.714103, 45720}|{76545.897017, 261537.713038, 45720};{75345.897017, 257521.754103, 45720}|{75345.897017, 261537.713038, 45720};{75945.897017, 257521.752703, 45587.5};{75945.897017, 261537.699816, 45587.5}
289050fe-5323-470f-9148-3b897bffe2a5;6abbe942-30b9-463d-bece-61de8c94a925;UPB265(265X1200);HQ265*6-10*150-10*402;C45/55;S355J2 NM;12;1818;90;196.04;271.51;1200;402;271.51;196.04;265;265;265;275;4131.99;2535;{76545.897017, 257405.714103, 45720}|{76545.897017, 261537.713038, 45720};{73682.398954, 257400.753894, 45720}|{76217.401984, 257400.752496, 45720};{75945.896908, 257503.733347, 45587.5};{76217.402041, 257503.733197, 45587.5}
289050fe-5323-470f-9148-3b897bffe2a5;dd34c0c6-1b77-405a-951f-f1d4ad363766;UPB265(265X1200);UPB265(265X1200);C45/55;C45/55;12;12;0;-19.99;-19.99;1200;1200;1200;1200;265;265;265;265;4131.99;3361.56;{76545.897017, 257405.714103, 45720}|{76545.897017, 261537.713038, 45720};{76545.898038, 254024.16324, 45720}|{76545.898037, 257385.723239, 45720};{75945.898038, 257395.718671, 45587.5};{77145.897017, 257395.718671, 45587.5}
9256d9cf-67c2-4bd7-847e-8b76d736a527;c5a6b069-b684-4606-a71e-e34d41a0a7ca;UPB265(265X1200);UPB265(265X1200);C45/55;C45/55;12;12;0;-19.99;-19.99;1200;1200;1200;1200;265;265;265;265;4131.98;3361.56;{77745.897017, 257405.714103, 45720}|{77745.897017, 261537.713038, 45720};{77745.898038, 254024.16324, 45720}|{77745.898037, 257385.723239, 45720};{77145.898038, 257395.718671, 45587.5};{78345.897017, 257395.718671, 45587.5}
0f0ffff4-7bd4-4a31-88a2-d02b9ea2fdec;5f79b318-e88c-487f-842b-0906631aea21;UPB265(265X1200);UPB265(265X1200);C45/55;C45/55;12;12;0;4131.99;4131.99;1200;1200;0;0;265;265;265;265;4131.99;4131.99;{73510.887017, 257405.713038, 45720}|{73510.887017, 261537.713038, 45720};{72310.887017, 257405.714103, 45720}|{72310.887017, 261537.713038, 45720};{72910.887017, 257405.714103, 45587.5};{72910.887017, 261537.700769, 45587.5}
5f79b318-e88c-487f-842b-0906631aea21;e8c8e080-dfe6-46a3-8614-b37bc442074d;UPB265(265X1200);UPB265(265X1200);C45/55;C45/55;12;12;0;4131.99;4131.99;1200;660.89;-40;-40;265;265;265;265;4131.99;4131.99;{72310.887017, 257405.714103, 45720}|{72310.887017, 261537.713038, 45720};{71609.997017, 257405.714103, 45720}|{71609.997017, 261537.713038, 45720};{71690.887527, 257405.714103, 45587.5};{71690.887527, 261537.700989, 45587.5}
10aa7118-fd2b-43a1-b455-f002faac1695;5f79b318-e88c-487f-842b-0906631aea21;UPB265(265X1200);UPB265(265X1200);C45/55;C45/55;12;12;0;-19.99;-19.99;1200;1200;1200;1200;265;265;265;265;3361.56;4131.99;{72310.888038, 254024.16324, 45720}|{72310.888037, 257385.723239, 45720};{72310.887017, 257405.714103, 45720}|{72310.887017, 261537.713038, 45720};{71710.888038, 257395.718671, 45587.5};{72910.887017, 257395.718671, 45587.5}
0f0ffff4-7bd4-4a31-88a2-d02b9ea2fdec;7d5a80ce-8bb3-45e9-8fc3-6b0463b60904;UPB265(265X1200);UPB265(265X1200);C45/55;C45/55;12;12;0;4015.95;4015.95;1200;595.01;0;0;265;265;265;265;4131.99;4015.95;{73510.887017, 257405.713038, 45720}|{73510.887017, 261537.713038, 45720};{74710.887017, 257521.753038, 45720}|{74710.887017, 261537.713038, 45720};{74110.887017, 257521.753319, 45587.5};{74110.887017, 261537.700392, 45587.5}
0f0ffff4-7bd4-4a31-88a2-d02b9ea2fdec;6abbe942-30b9-463d-bece-61de8c94a925;UPB265(265X1200);HQ265*6-10*150-10*402;C45/55;S355J2 NM;12;1818;90;196.04;428.49;1200;402;428.49;196.04;265;265;265;275;4131.99;2535;{73510.887017, 257405.713038, 45720}|{73510.887017, 261537.713038, 45720};{73682.398954, 257400.753894, 45720}|{76217.401984, 257400.752496, 45720};{73682.398902, 257503.733493, 45587.5};{74110.887017, 257503.733493, 45587.5}
0f0ffff4-7bd4-4a31-88a2-d02b9ea2fdec;ded51b0d-1a46-496a-b085-b524dd8624bd;UPB265(265X1200);UPB265(265X1200);C45/55;C45/55;12;12;0;-19.99;-19.99;1200;1200;1200;1200;265;265;265;265;4131.99;3361.56;{73510.887017, 257405.713038, 45720}|{73510.887017, 261537.713038, 45720};{73510.888038, 254024.16324, 45720}|{73510.888037, 257385.723239, 45720};{72910.888038, 257395.718139, 45587.5};{74110.887017, 257395.718139, 45587.5}
11af3861-9407-4831-9af4-edc042dfa1d7;e8c8e080-dfe6-46a3-8614-b37bc442074d;UPB265(265X1200);UPB265(265X1200);C45/55;C45/55;12;12;0;4131.99;4131.99;1200;660.89;0;0;265;265;265;265;4131.99;4131.99;{70409.997017, 257405.714103, 45720}|{70409.997017, 261537.713038, 45720};{71609.997017, 257405.714103, 45720}|{71609.997017, 261537.713038, 45720};{71009.997017, 257405.714103, 45587.5};{71009.997017, 261537.701365, 45587.5}
11af3861-9407-4831-9af4-edc042dfa1d7;d7a5adc9-48cd-4baa-8fa6-d4ace5519f32;UPB265(265X1200);UPB265(265X1200);C45/55;C45/55;12;12;0;-19.99;-19.99;1200;1200;1200;1200;265;265;265;265;4131.99;3361.56;{70409.997017, 257405.714103, 45720}|{70409.997017, 261537.713038, 45720};{70409.998038, 254024.16324, 45720}|{70409.998037, 257385.723239, 45720};{69809.998038, 257395.718671, 45587.5};{71009.997017, 257395.718671, 45587.5}
11af3861-9407-4831-9af4-edc042dfa1d7;6439150f-2315-414a-b31b-f77ba2929b6c;UPB265(265X1200);UPB265(265X1200);C45/55;C45/55;12;12;0;4131.99;4131.99;1200;1200;0;0;265;265;265;265;4131.99;4131.99;{70409.997017, 257405.714103, 45720}|{70409.997017, 261537.713038, 45720};{69209.997017, 257405.714103, 45720}|{69209.997017, 261537.713038, 45720};{69809.997017, 257405.714103, 45587.5};{69809.997017, 261537.701742, 45587.5}
58d4c1c2-7000-4824-9b88-ca8ed0b26ed2;e8c8e080-dfe6-46a3-8614-b37bc442074d;UPB265(265X1200);UPB265(265X1200);C45/55;C45/55;12;12;0;-19.99;-19.99;660.89;660.89;660.89;660.89;265;265;265;265;3361.56;4131.99;{71609.998038, 254024.16324, 45720}|{71609.998037, 257385.723239, 45720};{71609.997017, 257405.714103, 45720}|{71609.997017, 261537.713038, 45720};{71009.998038, 257395.718671, 45587.5};{71670.888038, 257395.718671, 45587.5}
7eeb5c42-1dc6-4eab-a86e-661cdac16235;ee037382-f846-4395-9af7-065f2e82c63b;HQ320*8-20*150-15*446;UPB265(265X1200);S355J2 NM;C45/55;1818;12;90;34.9;100;446;1200;100;34.9;235;235;335;265;14224.99;4131.99;{53219.906409, 261660.708181, 45690}|{67444.89939, 261660.702106, 45690};{68009.997017, 257405.714103, 45720}|{68009.997017, 261537.713038, 45720};{67427.448198, 261487.702092, 45455};{67427.448198, 261487.702092, 45690}
6439150f-2315-414a-b31b-f77ba2929b6c;ee037382-f846-4395-9af7-065f2e82c63b;UPB265(265X1200);UPB265(265X1200);C45/55;C45/55;12;12;0;4131.99;4131.99;1200;1200;0;0;265;265;265;265;4131.99;4131.99;{69209.997017, 257405.714103, 45720}|{69209.997017, 261537.713038, 45720};{68009.997017, 257405.714103, 45720}|{68009.997017, 261537.713038, 45720};{68609.997017, 257405.714103, 45587.5};{68609.997017, 261537.702119, 45587.5}
d8552403-d3f5-48ca-83c1-d66a5db2763e;ee037382-f846-4395-9af7-065f2e82c63b;UPB265(265X1200);UPB265(265X1200);C45/55;C45/55;12;12;0;4131.99;4131.99;1200;1200;0;0;265;265;265;265;4131.99;4131.99;{66809.997017, 257405.714103, 45720}|{66809.997017, 261537.713038, 45720};{68009.997017, 257405.714103, 45720}|{68009.997017, 261537.713038, 45720};{67409.997017, 257405.714103, 45587.5};{67409.997017, 261537.702632, 45587.5}
4555de7c-9898-4036-83db-0ce4efc0e55c;ee037382-f846-4395-9af7-065f2e82c63b;UPB265(265X1200);UPB265(265X1200);C45/55;C45/55;12;12;0;-19.99;-19.99;1200;1200;1200;1200;265;265;265;265;3361.56;4131.99;{68009.998038, 254024.16324, 45720}|{68009.998037, 257385.723239, 45720};{68009.997017, 257405.714103, 45720}|{68009.997017, 261537.713038, 45720};{67409.998038, 257395.718671, 45587.5};{68609.997017, 257395.718671, 45587.5}
1f84cb2d-74a4-4531-9f00-882b1c411706;6439150f-2315-414a-b31b-f77ba2929b6c;UPB265(265X1200);UPB265(265X1200);C45/55;C45/55;12;12;0;-19.99;-19.99;1200;1200;1200;1200;265;265;265;265;3361.56;4131.99;{69209.998038, 254024.16324, 45720}|{69209.998037, 257385.723239, 45720};{69209.997017, 257405.714103, 45720}|{69209.997017, 261537.713038, 45720};{68609.998038, 257395.718671, 45587.5};{69809.997017, 257395.718671, 45587.5}
12fb71bd-0af0-4144-9827-c4acf57d0c86;7eeb5c42-1dc6-4eab-a86e-661cdac16235;UPB265(265X1200);HQ320*8-20*150-15*446;C45/55;S355J2 NM;12;1818;90;100;1200;1200;446;1200;100;235;235;265;335;4131.99;14224.99;{65609.997017, 257405.714103, 45720}|{65609.997017, 261537.713038, 45720};{53219.906409, 261660.708181, 45690}|{67444.89939, 261660.702106, 45690};{65009.997017, 261487.702868, 45572.5};{66209.997017, 261487.702868, 45572.5}
