GUID1;GUID2;PROFILE1;PROFILE2;MATERIAL1;MATERIAL2;CLASS1;CLASS2;ANGLE;PLANE1_X_OVERLAP;PLANE2_X_OVERLAP;PART1_WDITH;PART2_WDITH;PLANE1_Y_OVERLAP;PLANE2_Y_OVERLAP;PLANE1_Z_OVERLAP;PLANE2_Z_OVERLAP;PART1_HEIGHT;PART2_HEIGHT;PART1_LENGTH;PART2_LENGTH;PART1_POINTS;PART2_POINTS;CONNECTION_FIRST_POINT;CONNECTION_SECOND_POINT;PART1_COG;PART2_COG
12100721-fb3e-48ab-b979-4dbdd8e4f305;2f6bcdef-e1f0-473d-b38f-4a5933884095;3580*200;UPB380(380X1200);C45/55;C45/55;8;80;90;84.03;100;200;1200;100;84.03;380;380;3580;380;4784;5520.77;{36487.97583, 10609.229435, 19450.001709}|{31707.974878, 10609.229435, 19450.001709};{31190.002314, 16119.995697, 23030.000379}|{31190.002314, 10709.205697, 23030.000379};{31747.988596, 10559.229435, 22650.000379};{31747.988596, 10559.229435, 23030.000379};{34097.975354, 10509.229435, 21240.001709};{31190.002314, 13269.614, 22840.000379}
12100721-fb3e-48ab-b979-4dbdd8e4f305;7f1c7191-dc03-4c4c-80f9-1d243d6a9db5;3580*200;3580*200;C45/55;C45/55;8;8;0;-16;-16;200;200;200;200;3580;3580;3580;3580;4784;4784;{36487.97583, 10609.229435, 19450.001709}|{31707.974878, 10609.229435, 19450.001709};{41287.97583, 10609.229435, 19450.001709}|{36507.97583, 10609.229435, 19450.001709};{36497.97583, 10509.229435, 19450.001709};{36497.97583, 10509.229435, 23030.001709};{34097.975354, 10509.229435, 21240.001709};{38897.97583, 10509.229435, 21240.001709}
12100721-fb3e-48ab-b979-4dbdd8e4f305;a84047f8-1492-42b8-ac96-07c1f2bf88cd;3580*200;3580*200;C45/55;C45/55;8;8;0;4784;4784;200;200;200;200;-20;-20;3580;3580;4784;4784;{36487.97583, 10609.229435, 19450.001709}|{31707.974878, 10609.229435, 19450.001709};{36487.97583, 10609.229435, 15850.001709}|{31707.974878, 10609.229435, 15850.001709};{36489.97583, 10509.229435, 19440.001709};{31705.974878, 10509.229435, 19440.001709};{34097.975354, 10509.229435, 21240.001709};{34097.975354, 10509.229435, 17640.001709}
12100721-fb3e-48ab-b979-4dbdd8e4f305;57b6d3f2-4b21-4cbe-9886-fbf516f21a71;3580*200;UPB380(380X1200);C45/55;C45/55;8;80;90;1200;100;200;1200;100;1200;-20;-20;3580;380;4784;14601.77;{36487.97583, 10609.229435, 19450.001709}|{31707.974878, 10609.229435, 19450.001709};{33590.002314, 25085.425697, 19430.000379}|{33590.002314, 10709.205697, 19430.000379};{34190.002314, 10559.229435, 19440.001044};{32990.002314, 10559.229435, 19440.001044};{34097.975354, 10509.229435, 21240.001709};{33590.002314, 17810.112539, 19240.000379}
12100721-fb3e-48ab-b979-4dbdd8e4f305;7001c9a6-1b4a-4dda-b710-3d952d406694;3580*200;UPB380(380X1200);C45/55;C45/55;8;80;90;1200;100;200;1200;100;1200;-20;-20;3580;380;4784;14601.77;{36487.97583, 10609.229435, 19450.001709}|{31707.974878, 10609.229435, 19450.001709};{32390.002314, 25085.425697, 19430.000379}|{32390.002314, 10709.205697, 19430.000379};{32990.002314, 10559.229435, 19440.001044};{31790.002314, 10559.229435, 19440.001044};{34097.975354, 10509.229435, 21240.001709};{32390.002314, 17810.112558, 19240.000379}
0c987498-1860-4578-9937-dc3cbb4ae79a;12100721-fb3e-48ab-b979-4dbdd8e4f305;3580*200;3580*200;C45/55;C45/55;8;8;0;-18;-18;200;200;200;200;3580;3580;3580;3580;5774.93;4784;{31687.974878, 10609.229435, 19450.001709}|{25914.8174, 10609.229435, 19450.001709};{36487.97583, 10609.229435, 19450.001709}|{31707.974878, 10609.229435, 19450.001709};{31696.974878, 10509.229435, 19450.001709};{31696.974878, 10509.229435, 23030.001709};{28800.510345, 10509.229435, 21240.001709};{34097.975354, 10509.229435, 21240.001709}
12100721-fb3e-48ab-b979-4dbdd8e4f305;cf14f389-69ea-4b31-97a0-9438f6cef926;3580*200;UPB380(380X1200);C45/55;C45/55;8;80;90;1099.97;100;200;1200;100;1099.97;380;380;3580;380;4784;14601.77;{36487.97583, 10609.229435, 19450.001709}|{31707.974878, 10609.229435, 19450.001709};{35990.002314, 25085.425697, 23030.000379}|{35990.002314, 10709.205697, 23030.000379};{36489.97583, 10559.229435, 22840.000379};{35390.002314, 10559.229435, 22840.000379};{34097.975354, 10509.229435, 21240.001709};{35990.002314, 17810.112501, 22840.000379}
12100721-fb3e-48ab-b979-4dbdd8e4f305;ea163596-f745-4681-a9e5-24c64348d863;3580*200;UPB380(380X1200);C45/55;C45/55;8;80;90;1099.97;100;200;1200;100;1099.97;-20;-20;3580;380;4784;14601.77;{36487.97583, 10609.229435, 19450.001709}|{31707.974878, 10609.229435, 19450.001709};{35990.002314, 25085.425697, 19430.000379}|{35990.002314, 10709.205697, 19430.000379};{36489.97583, 10559.229435, 19440.001044};{35390.002314, 10559.229435, 19440.001044};{34097.975354, 10509.229435, 21240.001709};{35990.002314, 17810.112501, 19240.000379}
12100721-fb3e-48ab-b979-4dbdd8e4f305;12445250-c054-46b3-926f-3043698667e3;3580*200;UPB380(380X1200);C45/55;C45/55;8;80;90;1200;100;200;1200;100;1200;-20;-20;3580;380;4784;14601.77;{36487.97583, 10609.229435, 19450.001709}|{31707.974878, 10609.229435, 19450.001709};{34790.002314, 25085.425697, 19430.000379}|{34790.002314, 10709.205697, 19430.000379};{35390.002314, 10559.229435, 19440.001044};{34190.002314, 10559.229435, 19440.001044};{34097.975354, 10509.229435, 21240.001709};{34790.002314, 17810.11252, 19240.000379}
a7ee5abf-0219-42a3-8018-949cdd479b28;a84047f8-1492-42b8-ac96-07c1f2bf88cd;UPB380(380X1200);3580*200;C45/55;C45/55;80;8;90;100;1099.97;1200;200;1099.97;100;-20;-20;380;3580;14601.77;4784;{35990.002314, 25085.425697, 15830.000379}|{35990.002314, 10709.205697, 15830.000379};{36487.97583, 10609.229435, 15850.001709}|{31707.974878, 10609.229435, 15850.001709};{36489.97583, 10559.229435, 15840.001044};{35390.002314, 10559.229435, 15840.001044};{35990.002314, 17810.112501, 15640.000379};{34097.975354, 10509.229435, 17640.001709}
3f1bffb2-39d4-418c-88f5-f06958bfae77;a84047f8-1492-42b8-ac96-07c1f2bf88cd;UPB380(380X1200);3580*200;C45/55;C45/55;80;8;90;100;1200;1200;200;1200;100;-20;-20;380;3580;14601.77;4784;{34790.002314, 25085.425697, 15830.000379}|{34790.002314, 10709.205697, 15830.000379};{36487.97583, 10609.229435, 15850.001709}|{31707.974878, 10609.229435, 15850.001709};{35390.002314, 10559.229435, 15840.001044};{34190.002314, 10559.229435, 15840.001044};{34790.002314, 17810.11252, 15640.000379};{34097.975354, 10509.229435, 17640.001709}
4dad4c06-1fd2-4260-8153-a1d804977d19;a84047f8-1492-42b8-ac96-07c1f2bf88cd;UPB380(380X1200);3580*200;C45/55;C45/55;80;8;90;100;1200;1200;200;1200;100;-20;-20;380;3580;14601.77;4784;{33590.002314, 25085.425697, 15830.000379}|{33590.002314, 10709.205697, 15830.000379};{36487.97583, 10609.229435, 15850.001709}|{31707.974878, 10609.229435, 15850.001709};{34190.002314, 10559.229435, 15840.001044};{32990.002314, 10559.229435, 15840.001044};{33590.002314, 17810.112539, 15640.000379};{34097.975354, 10509.229435, 17640.001709}
9ba13e05-5376-4475-ad69-a2bf3fb6fa3f;a84047f8-1492-42b8-ac96-07c1f2bf88cd;UPB380(380X1200);3580*200;C45/55;C45/55;80;8;90;100;1200;1200;200;1200;100;-20;-20;380;3580;14601.77;4784;{32390.002314, 25085.425697, 15830.000379}|{32390.002314, 10709.205697, 15830.000379};{36487.97583, 10609.229435, 15850.001709}|{31707.974878, 10609.229435, 15850.001709};{32990.002314, 10559.229435, 15840.001044};{31790.002314, 10559.229435, 15840.001044};{32390.002314, 17810.112558, 15640.000379};{34097.975354, 10509.229435, 17640.001709}
a84047f8-1492-42b8-ac96-07c1f2bf88cd;f14104c9-81f4-4863-9ba0-8be96a7f2107;3580*200;UPB380(380X1200);C45/55;C45/55;8;80;90;84.03;100;200;1200;100;84.03;-20;-20;3580;380;4784;5520.77;{36487.97583, 10609.229435, 15850.001709}|{31707.974878, 10609.229435, 15850.001709};{31190.002314, 16119.995696, 15830.000379}|{31190.002314, 10709.205696, 15830.000379};{31747.988596, 10609.229435, 15840.001044};{31747.988596, 10509.229435, 15840.001044};{34097.975354, 10509.229435, 17640.001709};{31190.002314, 13269.614, 15640.000379}
9ff1d04c-f3cc-413e-8e45-721215f19d90;a84047f8-1492-42b8-ac96-07c1f2bf88cd;UPB380(380X1200);3580*200;C45/55;C45/55;80;8;90;100;84.03;1200;200;84.03;100;380;380;380;3580;5520.77;4784;{31190.002314, 16119.995697, 19430.000379}|{31190.002314, 10709.205697, 19430.000379};{36487.97583, 10609.229435, 15850.001709}|{31707.974878, 10609.229435, 15850.001709};{31747.988596, 10559.229435, 19050.000379};{31747.988596, 10559.229435, 19430.000379};{31190.002314, 13269.614001, 19240.000379};{34097.975354, 10509.229435, 17640.001709}
a84047f8-1492-42b8-ac96-07c1f2bf88cd;dad7fa54-6258-4b6c-8683-6f8bba69e078;3580*200;3580*200;C45/55;C45/55;8;8;0;-16;-16;200;200;200;200;3580;3580;3580;3580;4784;4784;{36487.97583, 10609.229435, 15850.001709}|{31707.974878, 10609.229435, 15850.001709};{41287.97583, 10609.229435, 15850.001709}|{36507.97583, 10609.229435, 15850.001709};{36497.97583, 10509.229435, 15850.001709};{36497.97583, 10509.229435, 19430.001709};{34097.975354, 10509.229435, 17640.001709};{38897.97583, 10509.229435, 17640.001709}
57b6d3f2-4b21-4cbe-9886-fbf516f21a71;a84047f8-1492-42b8-ac96-07c1f2bf88cd;UPB380(380X1200);3580*200;C45/55;C45/55;80;8;90;100;1200;1200;200;1200;100;380;380;380;3580;14601.77;4784;{33590.002314, 25085.425697, 19430.000379}|{33590.002314, 10709.205697, 19430.000379};{36487.97583, 10609.229435, 15850.001709}|{31707.974878, 10609.229435, 15850.001709};{34190.002314, 10559.229435, 19240.000379};{32990.002314, 10559.229435, 19240.000379};{33590.002314, 17810.112539, 19240.000379};{34097.975354, 10509.229435, 17640.001709}
7001c9a6-1b4a-4dda-b710-3d952d406694;a84047f8-1492-42b8-ac96-07c1f2bf88cd;UPB380(380X1200);3580*200;C45/55;C45/55;80;8;90;100;1200;1200;200;1200;100;380;380;380;3580;14601.77;4784;{32390.002314, 25085.425697, 19430.000379}|{32390.002314, 10709.205697, 19430.000379};{36487.97583, 10609.229435, 15850.001709}|{31707.974878, 10609.229435, 15850.001709};{32990.002314, 10559.229435, 19240.000379};{31790.002314, 10559.229435, 19240.000379};{32390.002314, 17810.112558, 19240.000379};{34097.975354, 10509.229435, 17640.001709}
a84047f8-1492-42b8-ac96-07c1f2bf88cd;d99c958f-5aa7-4472-8b51-f7dc8aa37096;3580*200;3580*200;C45/55;C45/55;8;8;0;4784;4784;200;200;200;200;-20;-20;3580;3580;4784;4784;{36487.97583, 10609.229435, 15850.001709}|{31707.974878, 10609.229435, 15850.001709};{36487.97583, 10609.229435, 12250.001709}|{31707.974878, 10609.229435, 12250.001709};{36489.97583, 10509.229435, 15840.001709};{31705.974878, 10509.229435, 15840.001709};{34097.975354, 10509.229435, 17640.001709};{34097.975354, 10509.229435, 14040.001709}
a84047f8-1492-42b8-ac96-07c1f2bf88cd;cebae5f4-e587-4f42-8bda-48420e5e6924;3580*200;3580*200;C45/55;C45/55;8;8;0;-18;-18;200;200;200;200;3580;3580;3580;3580;4784;5774.93;{36487.97583, 10609.229435, 15850.001709}|{31707.974878, 10609.229435, 15850.001709};{31687.974878, 10609.229435, 15850.001709}|{25914.8174, 10609.229435, 15850.001709};{31696.974878, 10509.229435, 15850.001709};{31696.974878, 10509.229435, 19430.001709};{34097.975354, 10509.229435, 17640.001709};{28800.510345, 10509.229435, 17640.001709}
a84047f8-1492-42b8-ac96-07c1f2bf88cd;b5ad6706-27e8-415e-acdd-af1c48a9aa82;3580*200;UPB380(380X1200);C45/55;C45/55;8;80;90;-100.03;100;200;1200;100;-100.03;380;380;3580;380;4784;14601.77;{36487.97583, 10609.229435, 15850.001709}|{31707.974878, 10609.229435, 15850.001709};{37190.002314, 25085.425697, 19430.000379}|{37190.002314, 10709.205697, 19430.000379};{36539.989072, 10559.229435, 19050.000379};{36539.989072, 10559.229435, 19430.000379};{34097.975354, 10509.229435, 17640.001709};{37190.002314, 17810.112481, 19240.000379}
a84047f8-1492-42b8-ac96-07c1f2bf88cd;ea163596-f745-4681-a9e5-24c64348d863;3580*200;UPB380(380X1200);C45/55;C45/55;8;80;90;1099.97;100;200;1200;100;1099.97;380;380;3580;380;4784;14601.77;{36487.97583, 10609.229435, 15850.001709}|{31707.974878, 10609.229435, 15850.001709};{35990.002314, 25085.425697, 19430.000379}|{35990.002314, 10709.205697, 19430.000379};{36489.97583, 10559.229435, 19240.000379};{35390.002314, 10559.229435, 19240.000379};{34097.975354, 10509.229435, 17640.001709};{35990.002314, 17810.112501, 19240.000379}
12445250-c054-46b3-926f-3043698667e3;a84047f8-1492-42b8-ac96-07c1f2bf88cd;UPB380(380X1200);3580*200;C45/55;C45/55;80;8;90;100;1200;1200;200;1200;100;380;380;380;3580;14601.77;4784;{34790.002314, 25085.425697, 19430.000379}|{34790.002314, 10709.205697, 19430.000379};{36487.97583, 10609.229435, 15850.001709}|{31707.974878, 10609.229435, 15850.001709};{35390.002314, 10559.229435, 19240.000379};{34190.002314, 10559.229435, 19240.000379};{34790.002314, 17810.11252, 19240.000379};{34097.975354, 10509.229435, 17640.001709}
773ddfbb-d012-430d-b5b6-0c33377e8e3e;dad7fa54-6258-4b6c-8683-6f8bba69e078;UPB380(380X1200);3580*200;C45/55;C45/55;80;8;90;100;1200;1200;200;1200;100;-20;-20;380;3580;14601.77;4784;{39590.002314, 25085.425696, 15830.000379}|{39590.002314, 10709.205696, 15830.000379};{41287.97583, 10609.229435, 15850.001709}|{36507.97583, 10609.229435, 15850.001709};{40190.002314, 10559.229434, 15840.001044};{38990.002314, 10559.229434, 15840.001044};{39590.002314, 17810.112519, 15640.000379};{38897.97583, 10509.229435, 17640.001709}
4056db13-2d1d-4cff-913a-79daaa6543fe;dad7fa54-6258-4b6c-8683-6f8bba69e078;UPB380(380X1200);3580*200;C45/55;C45/55;80;8;90;100;1200;1200;200;1200;100;-20;-20;380;3580;14601.77;4784;{38390.002314, 25085.425697, 15830.000379}|{38390.002314, 10709.205697, 15830.000379};{41287.97583, 10609.229435, 15850.001709}|{36507.97583, 10609.229435, 15850.001709};{38990.002314, 10559.229435, 15840.001044};{37790.002314, 10559.229435, 15840.001044};{38390.002314, 17810.112539, 15640.000379};{38897.97583, 10509.229435, 17640.001709}
dad7fa54-6258-4b6c-8683-6f8bba69e078;ed9a5f61-8ab0-4b60-96cc-32e97a5f562d;3580*200;UPB380(380X1200);C45/55;C45/55;8;80;90;1200;100;200;1200;100;1200;-20;-20;3580;380;4784;14601.77;{41287.97583, 10609.229435, 15850.001709}|{36507.97583, 10609.229435, 15850.001709};{37190.002314, 25085.425697, 15830.000379}|{37190.002314, 10709.205697, 15830.000379};{37790.002314, 10559.229435, 15840.001044};{36590.002314, 10559.229435, 15840.001044};{38897.97583, 10509.229435, 17640.001709};{37190.002314, 17810.112649, 15640.000379}
a7ee5abf-0219-42a3-8018-949cdd479b28;dad7fa54-6258-4b6c-8683-6f8bba69e078;UPB380(380X1200);3580*200;C45/55;C45/55;80;8;90;100;84.03;1200;200;84.03;100;-20;-20;380;3580;14601.77;4784;{35990.002314, 25085.425697, 15830.000379}|{35990.002314, 10709.205697, 15830.000379};{41287.97583, 10609.229435, 15850.001709}|{36507.97583, 10609.229435, 15850.001709};{36547.989072, 10509.229435, 15840.001044};{36547.989072, 10609.229435, 15840.001044};{35990.002314, 17810.112501, 15640.000379};{38897.97583, 10509.229435, 17640.001709}
64de82d0-e400-413a-94ed-71203ac84df0;dad7fa54-6258-4b6c-8683-6f8bba69e078;UPB380(380X1200);3580*200;C45/55;C45/55;80;8;90;100;1099.97;1200;200;1099.97;100;-20;-20;380;3580;14601.77;4784;{40790.002314, 25085.425696, 15830.000379}|{40790.002314, 10709.205696, 15830.000379};{41287.97583, 10609.229435, 15850.001709}|{36507.97583, 10609.229435, 15850.001709};{41289.97583, 10559.229434, 15840.001044};{40190.002314, 10559.229434, 15840.001044};{40790.002314, 17810.1125, 15640.000379};{38897.97583, 10509.229435, 17640.001709}
8c087e9c-5b09-4d30-9452-5a0320d52c72;dad7fa54-6258-4b6c-8683-6f8bba69e078;UPB380(380X1200);3580*200;C45/55;C45/55;80;8;90;100;-100.03;1200;200;-100.03;100;380;380;380;3580;14601.77;4784;{41990.002314, 25085.425697, 19430.000379}|{41990.002314, 10709.205697, 19430.000379};{41287.97583, 10609.229435, 15850.001709}|{36507.97583, 10609.229435, 15850.001709};{41339.989072, 10559.229435, 19050.000379};{41339.989072, 10559.229435, 19430.000379};{41990.002314, 17810.112481, 19240.000379};{38897.97583, 10509.229435, 17640.001709}
7f1c7191-dc03-4c4c-80f9-1d243d6a9db5;dad7fa54-6258-4b6c-8683-6f8bba69e078;3580*200;3580*200;C45/55;C45/55;8;8;0;4784;4784;200;200;200;200;-20;-20;3580;3580;4784;4784;{41287.97583, 10609.229435, 19450.001709}|{36507.97583, 10609.229435, 19450.001709};{41287.97583, 10609.229435, 15850.001709}|{36507.97583, 10609.229435, 15850.001709};{41289.97583, 10509.229435, 19440.001709};{36505.97583, 10509.229435, 19440.001709};{38897.97583, 10509.229435, 21240.001709};{38897.97583, 10509.229435, 17640.001709}
d99886c2-ead1-4ac6-86b5-ee32b09cc234;dad7fa54-6258-4b6c-8683-6f8bba69e078;3580*200;3580*200;C45/55;C45/55;8;8;0;4784;4784;200;200;200;200;-20;-20;3580;3580;4784;4784;{41287.97583, 10609.229435, 12250.001709}|{36507.97583, 10609.229435, 12250.001709};{41287.97583, 10609.229435, 15850.001709}|{36507.97583, 10609.229435, 15850.001709};{41289.97583, 10509.229435, 15840.001709};{36505.97583, 10509.229435, 15840.001709};{38897.97583, 10509.229435, 14040.001709};{38897.97583, 10509.229435, 17640.001709}
0d0eed50-8bdf-421b-a110-5270cd36958b;dad7fa54-6258-4b6c-8683-6f8bba69e078;UPB380(380X1200);3580*200;C45/55;C45/55;80;8;90;100;1099.97;1200;200;1099.97;100;380;380;380;3580;14601.77;4784;{40790.002314, 25085.425697, 19430.000379}|{40790.002314, 10709.205697, 19430.000379};{41287.97583, 10609.229435, 15850.001709}|{36507.97583, 10609.229435, 15850.001709};{41289.97583, 10559.229435, 19240.000379};{40190.002314, 10559.229435, 19240.000379};{40790.002314, 17810.112501, 19240.000379};{38897.97583, 10509.229435, 17640.001709}
a881acdb-15e3-419c-a519-8f4411784ccf;dad7fa54-6258-4b6c-8683-6f8bba69e078;UPB380(380X1200);3580*200;C45/55;C45/55;80;8;90;100;1200;1200;200;1200;100;380;380;380;3580;14601.77;4784;{39590.002314, 25085.425697, 19430.000379}|{39590.002314, 10709.205697, 19430.000379};{41287.97583, 10609.229435, 15850.001709}|{36507.97583, 10609.229435, 15850.001709};{40190.002314, 10559.229435, 19240.000379};{38990.002314, 10559.229435, 19240.000379};{39590.002314, 17810.11252, 19240.000379};{38897.97583, 10509.229435, 17640.001709}
658b4ee3-b139-42dd-8845-53ad525fc6ae;dad7fa54-6258-4b6c-8683-6f8bba69e078;UPB380(380X1200);3580*200;C45/55;C45/55;80;8;90;100;1200;1200;200;1200;100;380;380;380;3580;14601.77;4784;{38390.002314, 25085.425697, 19430.000379}|{38390.002314, 10709.205697, 19430.000379};{41287.97583, 10609.229435, 15850.001709}|{36507.97583, 10609.229435, 15850.001709};{38990.002314, 10559.229435, 19240.000379};{37790.002314, 10559.229435, 19240.000379};{38390.002314, 17810.112462, 19240.000379};{38897.97583, 10509.229435, 17640.001709}
b5ad6706-27e8-415e-acdd-af1c48a9aa82;dad7fa54-6258-4b6c-8683-6f8bba69e078;UPB380(380X1200);3580*200;C45/55;C45/55;80;8;90;100;1200;1200;200;1200;100;380;380;380;3580;14601.77;4784;{37190.002314, 25085.425697, 19430.000379}|{37190.002314, 10709.205697, 19430.000379};{41287.97583, 10609.229435, 15850.001709}|{36507.97583, 10609.229435, 15850.001709};{37790.002314, 10559.229435, 19240.000379};{36590.002314, 10559.229435, 19240.000379};{37190.002314, 17810.112481, 19240.000379};{38897.97583, 10509.229435, 17640.001709}
dad7fa54-6258-4b6c-8683-6f8bba69e078;ea163596-f745-4681-a9e5-24c64348d863;3580*200;UPB380(380X1200);C45/55;C45/55;8;80;90;84.03;100;200;1200;100;84.03;380;380;3580;380;4784;14601.77;{41287.97583, 10609.229435, 15850.001709}|{36507.97583, 10609.229435, 15850.001709};{35990.002314, 25085.425697, 19430.000379}|{35990.002314, 10709.205697, 19430.000379};{36547.989072, 10559.229435, 19050.000379};{36547.989072, 10559.229435, 19430.000379};{38897.97583, 10509.229435, 17640.001709};{35990.002314, 17810.112501, 19240.000379}
2c4b0e71-3bac-4678-9ad1-c7fbc45d9e18;512168a3-4d91-4382-8f80-dc5dbd06bb76;UPB380(380X1200);UPB380(380X1200);C45/55;C45/55;80;80;0;14235.87;14235.87;1065.12;1200;0;0;380;380;380;380;14235.87;14235.91;{48590.002314, 24950.405697, 8630.000379}|{48590.002314, 10709.205697, 8630.000379};{47990.002314, 24950.405697, 8630.000379}|{47990.002314, 10709.205697, 8630.000379};{48590.002314, 24945.073776, 8440.000379};{48590.002314, 10709.202125, 8440.000379};{49122.562314, 17827.137076, 8440.000379};{47990.002314, 17827.158763, 8440.000379}
35dad679-bc2e-4679-aca2-3a77cfe1bee1;512168a3-4d91-4382-8f80-dc5dbd06bb76;UPB380(380X1200);UPB380(380X1200);C45/55;C45/55;80;80;0;14235.91;14235.91;1200;1200;0;0;380;380;380;380;14235.96;14235.91;{46790.002314, 24950.405697, 8630.000379}|{46790.002314, 10709.205697, 8630.000379};{47990.002314, 24950.405697, 8630.000379}|{47990.002314, 10709.205697, 8630.000379};{47390.002314, 24945.115401, 8440.000379};{47390.002314, 10709.202125, 8440.000379};{46790.002314, 17827.178718, 8440.000379};{47990.002314, 17827.158763, 8440.000379}
0703bd12-cfb6-4155-a819-e0e778e2eec2;655903c9-0b8c-4cf5-b151-e2c7c3f8ddbc;UPB380(380X1200);UPB380(380X1200);C45/55;C45/55;80;80;0;14601.7;14601.7;1200;1200;0;0;380;380;380;380;14601.7;14601.7;{47723.892314, 24950.405697, 12230.000379}|{47723.892314, 10709.205697, 12230.000379};{48923.892314, 24950.405697, 12230.000379}|{48923.892314, 10709.205697, 12230.000379};{48323.892314, 25110.925542, 12040.000379};{48323.892314, 10509.229435, 12040.000379};{47723.892314, 17810.077488, 12040.000379};{48923.892314, 17810.077469, 12040.000379}
0703bd12-cfb6-4155-a819-e0e778e2eec2;0cbae2a8-3b20-4f46-a54e-77c02ce523ff;UPB380(380X1200);UPB380(380X1200);C45/55;C45/55;80;80;0;14601.7;14601.7;1200;1200;0;0;380;380;380;380;14601.7;14601.7;{47723.892314, 24950.405697, 12230.000379}|{47723.892314, 10709.205697, 12230.000379};{46523.892314, 24950.405697, 12230.000379}|{46523.892314, 10709.205697, 12230.000379};{47123.892314, 25110.92558, 12040.000379};{47123.892314, 10509.229435, 12040.000379};{47723.892314, 17810.077488, 12040.000379};{46523.892314, 17810.077507, 12040.000379}
9a3e64f5-27c4-4163-92e6-a79795cc64e6;c8f6c687-a5ee-47ec-a0a8-98504a6ce9f7;UPB380(380X1200);UPB380(380X1200);C45/55;C45/55;80;80;0;14375.58;14375.58;1200;1200;0;0;380;380;380;380;14375.58;14375.63;{48758.568402, 24927.625652, 2559.997318}|{48758.568402, 10699.045652, 2559.997318};{47558.568402, 24927.645652, 2559.997318}|{47558.568402, 10699.055652, 2559.997318};{48158.568402, 24935.580873, 2369.997318};{48158.568402, 10559.997117, 2369.997318};{48758.568402, 17747.788995, 2369.997318};{47558.568402, 17747.810217, 2369.997318}
c8f6c687-a5ee-47ec-a0a8-98504a6ce9f7;e703273d-bc15-42d4-94e3-35b03d2a8a17;UPB380(380X1200);UPB380(380X1200);C45/55;C45/55;80;80;0;14067.67;14067.67;1200;940.07;-20;-20;380;380;380;380;14375.63;14067.67;{47558.568402, 24927.645652, 2559.997318}|{47558.568402, 10699.055652, 2559.997318};{45998.498402, 24927.645652, 2559.997318}|{45998.498402, 10699.065652, 2559.997318};{46948.568402, 24927.645652, 2369.997318};{46948.568402, 10859.978081, 2369.997318};{47558.568402, 17747.810217, 2369.997318};{46468.533402, 17893.811866, 2369.997318}
17c87f45-ea65-449b-a245-79fc5586c3d0;ed9a5f61-8ab0-4b60-96cc-32e97a5f562d;3580*200;UPB380(380X1200);C45/55;C45/55;8;80;90;-98;100;200;1200;100;-98;380;380;3580;380;4784;14601.77;{31708.00098, 25010.99615, 12250.001938}|{36492.000491, 25010.995997, 12250.001938};{37190.002314, 25085.425697, 15830.000379}|{37190.002314, 10709.205697, 15830.000379};{36541.001401, 25060.995698, 15450.000379};{36541.001401, 25060.995698, 15830.000379};{34100.000739, 25110.995841, 14040.001938};{37190.002314, 17810.112649, 15640.000379}
17c87f45-ea65-449b-a245-79fc5586c3d0;a7ee5abf-0219-42a3-8018-949cdd479b28;3580*200;UPB380(380X1200);C45/55;C45/55;8;80;90;1102;100;200;1200;100;1102;380;380;3580;380;4784;14601.77;{31708.00098, 25010.99615, 12250.001938}|{36492.000491, 25010.995997, 12250.001938};{35990.002314, 25085.425697, 15830.000379}|{35990.002314, 10709.205697, 15830.000379};{36492.000498, 25060.995547, 15640.000379};{35390.002314, 25060.995547, 15640.000379};{34100.000739, 25110.995841, 14040.001938};{35990.002314, 17810.112501, 15640.000379}
17c87f45-ea65-449b-a245-79fc5586c3d0;3f1bffb2-39d4-418c-88f5-f06958bfae77;3580*200;UPB380(380X1200);C45/55;C45/55;8;80;90;1200;100;200;1200;100;1200;380;380;3580;380;4784;14601.77;{31708.00098, 25010.99615, 12250.001938}|{36492.000491, 25010.995997, 12250.001938};{34790.002314, 25085.425697, 15830.000379}|{34790.002314, 10709.205697, 15830.000379};{35390.002314, 25060.995584, 15640.000379};{34190.002314, 25060.995584, 15640.000379};{34100.000739, 25110.995841, 14040.001938};{34790.002314, 17810.11252, 15640.000379}
17c87f45-ea65-449b-a245-79fc5586c3d0;4dad4c06-1fd2-4260-8153-a1d804977d19;3580*200;UPB380(380X1200);C45/55;C45/55;8;80;90;1200;100;200;1200;100;1200;380;380;3580;380;4784;14601.77;{31708.00098, 25010.99615, 12250.001938}|{36492.000491, 25010.995997, 12250.001938};{33590.002314, 25085.425697, 15830.000379}|{33590.002314, 10709.205697, 15830.000379};{34190.002314, 25060.995623, 15640.000379};{32990.002314, 25060.995623, 15640.000379};{34100.000739, 25110.995841, 14040.001938};{33590.002314, 17810.112539, 15640.000379}
17c87f45-ea65-449b-a245-79fc5586c3d0;9ba13e05-5376-4475-ad69-a2bf3fb6fa3f;3580*200;UPB380(380X1200);C45/55;C45/55;8;80;90;1200;100;200;1200;100;1200;380;380;3580;380;4784;14601.77;{31708.00098, 25010.99615, 12250.001938}|{36492.000491, 25010.995997, 12250.001938};{32390.002314, 25085.425697, 15830.000379}|{32390.002314, 10709.205697, 15830.000379};{32990.002314, 25060.995661, 15640.000379};{31790.002314, 25060.995661, 15640.000379};{34100.000739, 25110.995841, 14040.001938};{32390.002314, 17810.112558, 15640.000379}
